bookID,title,short_title
6241, The Lane That Had No Turning, Complete,The Lane That Had No Turning, Complete
6242, Parables of a Province,Parables of a Province
6243, The Right of Way - Volume 01,The Right of Way - Volume 01
6244, The Right of Way - Volume 02,The Right of Way - Volume 02
6245, The Right of Way - Volume 03,The Right of Way - Volume 03
6246, The Right of Way - Volume 04,The Right of Way - Volume 04
6247, The Right of Way - Volume 05,The Right of Way - Volume 05
6248, The Right of Way - Volume 06,The Right of Way - Volume 06
6249, The Right of Way - Complete,The Right of Way - Complete
625, Ponkapog Papers,Ponkapog Papers
6250, Michel and Angele [A Ladder of Swords] - Volume 1,Michel and Angele [A Ladder of Swords] - Volume 1
6251, Michel and Angele [A Ladder of Swords] - Volume 2,Michel and Angele [A Ladder of Swords] - Volume 2
6252, Michel and Angele [A Ladder of Swords] - Volume 3,Michel and Angele [A Ladder of Swords] - Volume 3
6253, Michel and Angele [A Ladder of Swords] - Complete,Michel and Angele [A Ladder of Swords] - Complete
6254, John Enderby,John Enderby
6255, There Is Sorrow on the Sea,There Is Sorrow on the Sea
6256, Donovan Pasha, and Some People of Egypt - Volume 1,Donovan Pasha, and Some People of Egypt - Volume 1
6257, Donovan Pasha, and Some People of Egypt - Volume 2,Donovan Pasha, and Some People of Egypt - Volume 2
6258, Donovan Pasha, and Some People of Egypt - Volume 3,Donovan Pasha, and Some People of Egypt - Volume 3
6259, Donovan Pasha, and Some People of Egypt - Volume 4,Donovan Pasha, and Some People of Egypt - Volume 4
626, The Love of Books: The Philobiblon of Richard de Bury,The Love of Books: The Philobiblon of Richard de Bury
6260, Donovan Pasha, and Some People of Egypt - Complete,Donovan Pasha, and Some People of Egypt - Complete
6261, The Weavers: a tale of England and Egypt of fifty years ago - Volume 1,The Weavers: a tale of England and Egypt of fifty years ago - Volume 1
6262, The Weavers: a tale of England and Egypt of fifty years ago - Volume 2,The Weavers: a tale of England and Egypt of fifty years ago - Volume 2
6263, The Weavers: a tale of England and Egypt of fifty years ago - Volume 2,The Weavers: a tale of England and Egypt of fifty years ago - Volume 2
6264, The Weavers: a tale of England and Egypt of fifty years ago - Volume 4,The Weavers: a tale of England and Egypt of fifty years ago - Volume 4
6265, The Weavers: a tale of England and Egypt of fifty years ago - Volume 5,The Weavers: a tale of England and Egypt of fifty years ago - Volume 5
6266, The Weavers: a tale of England and Egypt of fifty years ago - Volume 6,The Weavers: a tale of England and Egypt of fifty years ago - Volume 6
6267, The Weavers: a tale of England and Egypt of fifty years ago - Complete,The Weavers: a tale of England and Egypt of fifty years ago - Complete
6268, Embers, Volume 1.,Embers, Volume 1.
6269, Embers, Volume 2.,Embers, Volume 2.
627, Essays of Travel,Essays of Travel
6270, Embers, Volume 3.,Embers, Volume 3.
6271, Embers, Complete,Embers, Complete
6272, A Lover's Diary, Volume 1.,A Lover's Diary, Volume 1.
6273, A Lover's Diary, Volume 2.,A Lover's Diary, Volume 2.
6274, A Lover's Diary, Complete,A Lover's Diary, Complete
6275, The Money Master, Volume 1.,The Money Master, Volume 1.
6276, The Money Master, Volume 2.,The Money Master, Volume 2.
6277, The Money Master, Volume 3.,The Money Master, Volume 3.
6278, The Money Master, Volume 4.,The Money Master, Volume 4.
6279, The Money Master, Volume 5.,The Money Master, Volume 5.
6280, The Money Master, Complete,The Money Master, Complete
6281, The World for Sale, Volume 1.,The World for Sale, Volume 1.
6282, The World for Sale, Volume 2.,The World for Sale, Volume 2.
6283, The World for Sale, Volume 3.,The World for Sale, Volume 3.
6284, The World for Sale, Complete,The World for Sale, Complete
6285, You Never Know Your Luck; being the story of a matrimonial deserter. Volume 1.,You Never Know Your Luck; being the story of a matrimonial deserter. Volume 1.
6286, You Never Know Your Luck; being the story of a matrimonial deserter. Volume 2.,You Never Know Your Luck; being the story of a matrimonial deserter. Volume 2.
6287, You Never Know Your Luck; being the story of a matrimonial deserter. Volume 3.,You Never Know Your Luck; being the story of a matrimonial deserter. Volume 3.
6288, You Never Know Your Luck; being the story of a matrimonial deserter. Complete,You Never Know Your Luck; being the story of a matrimonial deserter. Complete
6289, Wild Youth, Volume 1.,Wild Youth, Volume 1.
6290, Wild Youth, Volume 2.,Wild Youth, Volume 2.
6291, Wild Youth, Complete,Wild Youth, Complete
6292, No Defense, Volume 1.,No Defense, Volume 1.
6293, No Defense, Volume 2.,No Defense, Volume 2.
6294, No Defense, Volume 3.,No Defense, Volume 3.
6295, No Defense, Complete,No Defense, Complete
6296, Carnac's Folly, Volume 1.,Carnac's Folly, Volume 1.
6297, Carnac's Folly, Volume 2.,Carnac's Folly, Volume 2.
6298, Carnac's Folly, Volume 3.,Carnac's Folly, Volume 3.
6299, Carnac's Folly, Complete,Carnac's Folly, Complete
6300, The Project Gutenberg Complete Works of Gilbert Parker,The Project Gutenberg Complete Works of Gilbert Parker
6303, The Duel Between France and Germany,The Duel Between France and Germany
6305, A Fool There Was,A Fool There Was
6306, Little Journeys to the Homes of the Great - Volume 06|Little Journeys to the Homes of Eminent Artists,Little Journeys to the Homes of the Great - Volume 06
6307, The Story of a Bold Tin Soldier,The Story of a Bold Tin Soldier
6308, Hypatia - or New Foes with an Old Face,Hypatia - or New Foes with an Old Face
6310, The Pastor's Son,The Pastor's Son
6311, A Knight of the Nineteenth Century,A Knight of the Nineteenth Century
6312, Representative Men: Seven Lectures,Representative Men: Seven Lectures
6313, Masterpieces of American Wit and Humor,Masterpieces of American Wit and Humor
6314, Biographical Essays,Biographical Essays
6315, The Awakening of Helena Richie,The Awakening of Helena Richie
6316, Poems of American Patriotism,Poems of American Patriotism
6317, Sailing Alone Around the World,Sailing Alone Around the World
6320, English literary criticism,English literary criticism
6321, The Naturalist in Nicaragua,The Naturalist in Nicaragua
6322, Personal Narrative of Travels to the Equinoctial Regions of America, During the Year 1799-1804 - Volume 1,Personal Narrative of Travels to the Equinoctial Regions of America, During the Year 1799-1804 - Volume 1
6323, The Junior Classics - Volume 4: Heroes and heroines of chivalry,The Junior Classics - Volume 4: Heroes and heroines of chivalry
6324, The Story of a White Rocking Horse,The Story of a White Rocking Horse
6325, A Fool and His Money,A Fool and His Money
6327, The Works of Lucian of Samosata - Volume 01,The Works of Lucian of Samosata - Volume 01
6328, The Junior Classics - Volume 5: Stories that never grow old,The Junior Classics - Volume 5: Stories that never grow old
633, The Golden Mean or Ratio[(1+sqrt(5))/2]|To 20,000 places,The Golden Mean or Ratio[(1+sqrt(5))/2]
6330, Amanda: A Daughter of the Mennonites,Amanda: A Daughter of the Mennonites
6331, The Pillars of the House; Or, Under Wode, Under Rode, Vol. 1 (of 2),The Pillars of the House; Or, Under Wode, Under Rode, Vol. 1 (of 2)
6334, Sara, a Princess: The Story of a Noble Girl,Sara, a Princess: The Story of a Noble Girl
6335, The Antiquity of Man,The Antiquity of Man
6336, The Misuse of Mind,The Misuse of Mind
6337, The Boy Allies under Two Flags,The Boy Allies under Two Flags
6338, Boy Scouts in the Coal Caverns; Or, The Light in Tunnel Six,Boy Scouts in the Coal Caverns; Or, The Light in Tunnel Six
6339, The Boy Scouts on a Submarine,The Boy Scouts on a Submarine
634, Miscellaneous Mathematical Constants,Miscellaneous Mathematical Constants
6340, Literary Lapses,Literary Lapses
6344, The 2002 CIA World Factbook,The 2002 CIA World Factbook
6345, Seven Maids of Far Cathay: Being English Notes From a Chinese Class Book,Seven Maids of Far Cathay: Being English Notes From a Chinese Class Book
6346, Cecilia; Or, Memoirs of an Heiress - Volume 1,Cecilia; Or, Memoirs of an Heiress - Volume 1
6347, Hobson's Choice: A Lancashire Comedy in Four Acts,Hobson's Choice: A Lancashire Comedy in Four Acts
6348, Copyright Renewals 1953,Copyright Renewals 1953
6349, Copyright Renewals 1954,Copyright Renewals 1954
6350, Via Crucis: A Romance of the Second Crusade,Via Crucis: A Romance of the Second Crusade
6351, Red Fleece,Red Fleece
6352, Dora Deane; Or, The East India Uncle,Dora Deane; Or, The East India Uncle
6353, The Prince of Graustark,The Prince of Graustark
6354, Italian Hours,Italian Hours
6355, Locusts and Wild Honey,Locusts and Wild Honey
6357, Snowflakes and Sunbeams; Or, The Young Fur-traders: A Tale of the Far North,Snowflakes and Sunbeams; Or, The Young Fur-traders: A Tale of the Far North
6358, The History of England - a Study in Political Evolution,The History of England - a Study in Political Evolution
6359, The English Mail-Coach and Joan of Arc,The English Mail-Coach and Joan of Arc
636, Memoirs of Extraordinary Popular Delusions - Volume 1,Memoirs of Extraordinary Popular Delusions - Volume 1
6360, Half a Dozen Girls,Half a Dozen Girls
6362, Three Soldiers,Three Soldiers
6363, Life Is a Dream,Life Is a Dream
6364, Warlock o' Glenwarlock: A Homely Romance,Warlock o' Glenwarlock: A Homely Romance
6365, Richard Dare's Venture; Or, Striking Out for Himself,Richard Dare's Venture; Or, Striking Out for Himself
6366, The Principles of Aesthetics,The Principles of Aesthetics
6367, The Life and Legends of Saint Francis of Assisi,The Life and Legends of Saint Francis of Assisi
6368, Here, There and Everywhere,Here, There and Everywhere
6369, Medieval Europe,Medieval Europe
6371, The Purgatory of St. Patrick,The Purgatory of St. Patrick
6372, The Wonder-Working Magician,The Wonder-Working Magician
6373, The Luck of Roaring Camp and Other Tales|With Condensed Novels, Spanish and American Legends, and Earlier Papers,The Luck of Roaring Camp and Other Tales
6374, Princess Maritza,Princess Maritza
6375, Quaint Gleanings from Ancient Poetry|A Collection of Curious Poetical Compositions of the XVIth, XVIIth, and XVIIIth Centuries,Quaint Gleanings from Ancient Poetry
6376, Self-Raised; Or, From the Depths,Self-Raised; Or, From the Depths
6378, Victory: An Island Tale,Victory: An Island Tale
6379, The Net,The Net
638, An Outcast of the Islands,An Outcast of the Islands
6380, Cornelli,Cornelli
6381, Two Years in the French West Indies,Two Years in the French West Indies
6382, Bat Wing,Bat Wing
6384, That Printer of Udell's: A Story of the Middle West,That Printer of Udell's: A Story of the Middle West
6385, Simple Italian Cookery,Simple Italian Cookery
639, The God-Idea of the Ancients; Or, Sex in Religion,The God-Idea of the Ancients; Or, Sex in Religion
64, The Gods of Mars,The Gods of Mars
640, The Yellow Fairy Book,The Yellow Fairy Book
6401, Harlequin and Columbine,Harlequin and Columbine
6402, The Romance of Isabel Lady Burton: The Story of Her Life. Volume II,The Romance of Isabel Lady Burton: The Story of Her Life. Volume II
6403, Petty Troubles of Married Life, Second Part,Petty Troubles of Married Life, Second Part
6406, The Monastery,The Monastery
6407, The Abbot,The Abbot
6408, Letters of Anton Chekhov to His Family and Friends,Letters of Anton Chekhov to His Family and Friends
6409, How to Speak and Write Correctly,How to Speak and Write Correctly
641, The Violet Fairy Book,The Violet Fairy Book
6410, Once Aboard the Lugger-- The History of George and his Mary,Once Aboard the Lugger-- The History of George and his Mary
6412, Nature's Serial Story,Nature's Serial Story
6413, From October to Brest-Litovsk,From October to Brest-Litovsk
6414, Lectures and Essays,Lectures and Essays
6415, This Freedom,This Freedom
6416, Entertainments for Home, Church and School,Entertainments for Home, Church and School
6418, Five Little Peppers and their Friends,Five Little Peppers and their Friends
6419, Copyright Renewals 1959,Copyright Renewals 1959
642, The Altar of the Dead,The Altar of the Dead
6420, U.S. Copyright Renewals, 1960,U.S. Copyright Renewals, 1960
6422, The Life, Adventures & Piracies of the Famous Captain Singleton,The Life, Adventures & Piracies of the Famous Captain Singleton
6423, History of American Literature,History of American Literature
6424, A Modern Utopia,A Modern Utopia
6425, Flowing Gold,Flowing Gold
6426, Dick Prescott's First Year at West Point; Or, Two Chums in the Cadet Gray,Dick Prescott's First Year at West Point; Or, Two Chums in the Cadet Gray
6427, The Story of Rome from the Earliest Times to the End of the Republic,The Story of Rome from the Earliest Times to the End of the Republic
6428, The Surgeon's Daughter,The Surgeon's Daughter
6429, Many Ways for Cooking Eggs,Many Ways for Cooking Eggs
643, The Death of the Lion,The Death of the Lion
6430, The Evolution of Man - Volume 1,The Evolution of Man - Volume 1
6431, The Law of the Land|Of Miss Lady, Whom It Involved in Mystery, and of John Eddring, Gentleman of the South, Who Read Its Deeper Meaning: A Novel,The Law of the Land
6432, Betty Wales, Sophomore,Betty Wales, Sophomore
6433, On the Trail of Pontiac; Or, The Pioneer Boys of the Ohio,On the Trail of Pontiac; Or, The Pioneer Boys of the Ohio
6434, A Brief History of the United States,A Brief History of the United States
6435, The Principles of Scientific Management,The Principles of Scientific Management
6436, Castle Nowhere,Castle Nowhere
6437, The Splendid Spur|Being Memoirs of the Adventures of Mr. John Marvel, a Servant of His Late Majesty King Charles I, in the Years 1642-3,The Splendid Spur
6438, Fables for the Frivolous,Fables for the Frivolous
6439, Nan Sherwood at Rose Ranch; Or, The Old Mexican's Treasure,Nan Sherwood at Rose Ranch; Or, The Old Mexican's Treasure
6440, Elsie Dinsmore,Elsie Dinsmore
6441, Uncle Robert's Geography (Uncle Robert's Visit, V.3),Uncle Robert's Geography (Uncle Robert's Visit, V.3)
6442, Bitter-Sweet: A Poem,Bitter-Sweet: A Poem
6443, The Wagner Story Book: Firelight Tales of the Great Music Dramas,The Wagner Story Book: Firelight Tales of the Great Music Dramas
6444, The Boys of Bellwood School; Or, Frank Jordan's Triumph,The Boys of Bellwood School; Or, Frank Jordan's Triumph
6445, Letters from America,Letters from America
6446, Greifenstein,Greifenstein
6447, Proserpine and Midas,Proserpine and Midas
6449, Little Journeys to the Homes of the Great - Volume 09|Little Journeys to the Homes of Great Reformers,Little Journeys to the Homes of the Great - Volume 09
