authorID,fullName
aR34500167,"Austin, Dobson"
aR34500168,"Stephen W. (Stephen Warren), Meader"
aR34500169,"Herman, Melville"
aR3450017,"M. (François-Auguste-Marie-Alexis), Mignet"
aR34500170,"Marion, Harland"
aR34500171,"P. G. (Pelham Grenville), Wodehouse"
aR34500172,"J. Cameron (James Cameron), Lees"
aR34500173,"David, Stone"
aR34500174,"Betsy, Curtis"
aR34500175,"Robert, Brady"
aR34500176,"Albert, Maxfield"
aR34500177,"Leonard, Haseman"
aR34500178,"Jean de, La Fontaine"
aR34500179,"Anatole, France"
aR3450018,"Mack, Reynolds"
aR34500180,"Charles E. (Charles Emile), Roche"
aR34500181,"William Henry, Hudson"
aR34500182,"John, Kelman"
aR34500183,"Lt-Col, Arentschildt"
aR34500184,"John Robert, Scott"
aR34500185,"John, Claridge"
aR34500186,"Elizabeth Cleghorn, Gaskell"
aR34500187,"Mayne, Reid"
aR34500188,"Dick, Francis"
aR34500189,"Mark, Meadows"
aR3450019,"H. R., Van Dongen"
aR34500190,"F. (Francis), Haverfield"
aR34500191,"Stephen, Arr"
aR34500192,"Samuel, Thurber"
aR34500193,"John, Milton"
aR34500194,"Bradley A. (Bradley Allen), Fiske"
aR34500195,"Julian, Hawthorne"
aR34500196,"Benjamin, Waterhouse"
aR34500197,"Charles, Hindley"
aR34500198,"Honoré de, Balzac"
aR34500199,"Clara, Bell"
aR345002,"Gilbert, Parker"
aR3450020,"H. (Henry), Hetherington"
aR34500200,"E. Lendell, Cockrum"
aR34500201,"James George, Frazer"
aR34500202,"William Dean, Howells"
aR34500203,"Paul, Stahr"
aR34500204,"Edgar, Franklin"
aR34500205,"L. Winifred, Faraday"
aR34500206,"Adele, Garrison"
aR34500207,"Fritz, Leiber"
aR34500208,"William, Ashman"
aR34500209,"Walt, Mason"
aR3450021,"Charles Frederic, Goss"
aR34500210,"Edward Sylvester, Ellis"
aR34500211,"Marie Mumford Meinell, Hemstreet"
aR34500212,"W. J., Roberts"
aR34500213,"Charles, Hemstreet"
aR34500214,"Henry, Leverage"
aR34500215,"Philip Henry, Sheridan"
aR34500216,"Olive M., Long"
aR34500217,"Samuel McChord, Crothers"
aR34500219,"Charles Livingston, Bull"
aR3450022,"Franklin H. (Franklin Harvey), Head"
aR34500220,"Robert, Sheckley"
aR34500221,"A., Pearce"
aR34500222,"Noel, West"
aR34500224,"Helene S. (Helene Schimmelfennig), White"
aR34500225,"Hellmuth von, Mücke"
aR34500226,"Beatrice, Elvery"
aR34500227,"Katherine Frances, Purdon"
aR34500228,"Samuel, Thompson"
aR34500229,"W. H. (William Henry), Davies"
aR3450023,"Edward, Stratemeyer"
aR34500230,"Arthur Ignatius, Keller"
aR34500231,"Emerson, Hough"
aR34500232,"James, Fiske"
aR34500233,"E. A., Furman"
aR34500234,"Mór, Jókai"
aR34500235,"Beatrice, Danford"
aR34500236,"Madame de (Anne-Louise-Germaine), Staël"
aR34500238,"Ezra S. (Ezra Stiles), Gannett"
aR34500239,"Robert, Shaler"
aR3450024,"John, Russell"
aR34500240,"Carl E. (Carl Eugen), Guthe"
aR34500241,"Lydia Maria, Child"
aR34500242,"Mary Jane, Holmes"
aR34500243,"Arthur, Machen"
aR34500244,"Giacomo, Casanova"
aR34500245,"Florence Merriam, Bailey"
aR34500246,"Thomas, Bulfinch"
aR34500247,"Jack, Cooley"
aR34500248,"G. C., Cobb"
aR34500249,"Frank R., Heine"
aR3450025,"Laura Lee, Hope"
aR34500250,"G. P. R. (George Payne Rainsford), James"
aR34500251,"Isabel, Ostrander"
aR34500252,"Louise, Mack"
aR34500254,"F. J. (Frederick John), Randall"
aR34500255,"Hallam, Hawksworth"
aR34500257,"Florence Fenwick, Miller"
aR34500258,"William Henry, Holmes"
aR34500259,"Charlotte E. (Charlotte Elizabeth), Chittenden"
aR3450026,"Henry B. (Henry Benjamin), Wheatley"
aR34500260,"Joseph, Cross"
aR34500261,"Charles, Kingsley"
aR34500262,"Evelyn March, Phillipps"
aR34500263,"George Charles, Williamson"
aR34500265,"Ellery H. (Ellery Harding), Clark"
aR34500266,"Walter, Biggs"
aR34500267,"Madison Julius, Cawein"
aR34500268,"B. M., Bower"
aR34500269,"John S. C. (John Stevens Cabot), Abbott"
aR3450027,"Thomas, Percy"
aR34500270,"Laurence, Oliphant"
aR34500271,"H. Beam, Piper"
aR34500272,"Francis William Lauderdale, Adams"
aR34500273,"Harold, Begbie"
aR34500274,"J. Watson, Davis"
aR34500275,"Carolyn Judson, Burnett"
aR34500276,"M. (Milton), Valentine"
aR34500277,"Eustace, Budgell"
aR34500278,"Joseph, Addison"
aR34500279,"Joseph H., Meek"
aR3450028,"Joseph, Carey"
aR34500281,"Gordon, Bates"
aR34500282,"Gerald R. (Gerald Rowley), Leighton"
aR34500283,"Ellen Anderson Gholson, Glasgow"
aR34500284,"E. W. (Ethelbert William), Bullinger"
aR34500285,"Carol, Norton"
aR34500286,"D., Curley"
aR34500287,"W. H. (William Henry), Withrow"
aR34500288,"Gerald Stanley, Lee"
aR34500289,"William Makepeace, Thackeray"
aR3450029,"Charles Brockden, Brown"
aR34500290,"John K., Shellenberger"
aR34500291,"James, Parkerson"
aR34500292,"Edward Hubert, Wood"
aR34500293,"Mrs. (Anna), Jameson"
aR34500294,"Alexandre, Dumas"
aR34500295,"F. C. (Francis Charles), Philips"
aR34500296,"Augustus, Harris"
aR34500297,"Arthur John, Butler"
aR34500298,"Henry Francis, Cary"
aR34500299,"Dante, Non"
aR345003,"J. Dodd (James Dodd), Jackson"
aR3450030,"John G. (John George), Nicolay"
aR34500300,"Robert Donald, Locke"
aR34500301,"Sidney, Heath"
aR34500302,"E. W., Haslehust"
aR34500303,"John J., Crandall"
aR34500304,"Jeremy, Bentham"
aR34500305,"William G., Stevenson"
aR34500306,"E. A. R., Ball"
aR34500307,"Grant, Allen"
aR34500308,"H. D. (Henry Duff), Traill"
aR34500309,"T. G. (Thomas George), Bonney"
aR3450031,"John, Hay"
aR34500310,"Arthur, Griffiths"
aR34500312,"Wilhelm, Meinhold"
aR34500313,"Annie Hamilton, Donnell"
aR34500314,"Isabel Florence, Hapgood"
aR34500315,"Edward P., Lowry"
aR34500316,"W. L. (William Leonard), Courtney"
aR34500317,"Thomas Crofton, Croker"
aR34500318,"J. T. (John Townsend), Trowbridge"
aR34500319,"E. Boyd (Elmer Boyd), Smith"
aR3450032,"John Kendrick, Bangs"
aR34500320,"Sophie Fox, Sea"
aR34500321,"Charles Robert, Newman"
aR34500322,"Kenneth Hotham, Vickers"
aR34500323,"Henry, James"
aR34500324,"Frances Hodgson, Burnett"
aR34500325,"Charlotte Selina, Bompas"
aR34500326,"Joseph, Priestley"
aR34500327,"Georg, Jellinek"
aR34500328,"Max, Farrand"
aR34500329,"Effendi, Shoghi"
aR3450033,"Peter, Newell"
aR34500330,"James, Mactear"
aR34500331,"M. R. (Montague Rhodes), James"
aR34500334,"Mme., Du Hausset"
aR34500335,"Marietta, Holley"
aR34500336,"Philip K., Dick"
aR34500337,"Alex, Ebel"
aR34500338,"Donald, Ferguson"
aR34500339,"Rog, Phillips"
aR3450034,"Sol. T. (Solomon Tshekisho), Plaatje"
aR34500340,"Tom, Beecham"
aR34500341,"Isabel, Hornibrook"
aR34500342,"Jules, Lermina"
aR34500343,"Thomas, Cooper"
aR34500344,"Janet, Aldridge"
aR34500345,"S. Russell, Forbes"
aR34500346,"Myrtle, Sheldon"
aR34500347,"Robert Louis, Stevenson"
aR34500348,"Archibald, Marshall"
aR34500349,"Frederick Hutton, Getman"
aR3450035,"Fergus, Hume"
aR34500351,"Scott, Hemphill"
aR34500352,"Joseph, Ritson"
aR34500353,"Kathleen Thompson, Norris"
aR34500354,"William Carew, Hazlitt"
aR34500355,"John D., Cossar"
aR34500356,"Charles, Sumner"
aR34500357,"Francis, Le Baron"
aR34500358,"Edward Everett, Hale"
aR34500359,"Alphonse de, Lamartine"
aR3450036,"William Pitt, Scargill"
aR34500360,"Andreas, Latzko"
aR34500361,"Alice, Polson"
aR34500362,"Edith, Howes"
aR34500363,"Louise Seymour, Houghton"
aR34500364,"Paul, Sabatier"
aR34500365,"John, Harvey"
aR34500366,"A., Marsh"
aR34500367,"Aphra, Behn"
aR34500368,"W. K. (William Kenaz), Marriott"
aR34500369,"Niccol\xf2, Machiavelli"
aR3450037,"Kate Douglas Smith, Wiggin"
aR34500370,"Susan, Coolidge"
aR34500371,"James Fenimore, Cooper"
aR34500372,"Eugène, Sue"
aR34500373,"Daniel, De Leon"
aR34500375,"Newton H., Chittenden"
aR34500376,"Woman's, Non"
aR34500377,"Martha, Finley"
aR34500378,"Alexander, Berkman"
aR34500379,"John W. N., Schulz"
aR3450038,"Arthur Conan, Doyle"
aR34500380,"William P., Seville"
aR34500381,"Gilbert, Thompson"
aR34500382,"Sutton E. (Sutton Elbert), Griggs"
aR34500383,"Robert E., Bell"
aR34500384,"Geoffroi de, Villehardouin"
aR34500385,"S. Frances (Susie Frances), Harrison"
aR34500386,"William, Apess"
aR34500387,"Frederick Albert, Cook"
aR34500388,"Alphonse, Daudet"
aR34500389,"Keith, Adams"
aR3450039,"Frank, Rinder"
aR34500390,"Mireille, Harmelin"
aR34500392,"Constance, Garnett"
aR34500394,"Arnold, Bennett"
aR34500395,"Herbert E. (Herbert Edward), Palmer"
aR34500396,"Herbert, Kaufman"
aR34500397,"George, Hartmann"
aR34500398,"Frank Richard, Stockton"
aR34500399,"Camille, Flammarion"
aR345004,"Frank, Moore"
aR3450040,"T. H. (Thomas Heath), Robinson"
aR34500400,"Lina, Eckenstein"
aR34500401,"Alexander, Michie"
aR34500402,"Goldwin, Smith"
aR34500403,"Robert W. (Robert William), Chambers"
aR34500404,"Charles Dana, Gibson"
aR34500405,"Thomas, Hardy"
aR34500406,"Harrison, Fisher"
aR34500407,"E. W. (Ernest William), Hornung"
aR34500408,"Arthur J. (Arthur John), Rees"
aR34500409,"Paul F. (Paul Frederick), Brissenden"
aR3450041,"Homer, Greene"
aR34500410,"Wilhelmine von, Hillern"
aR34500411,"Thomas James, Wise"
aR34500412,"George, Borrow"
aR34500413,"Justin H. (Justin Huntly), McCarthy"
aR34500414,"Montague, Summers"
aR34500415,"Francis, Hervé"
aR34500416,"Frederic B., Kellogg"
aR34500418,"De, Non"
aR34500419,"Jeffery, Farnol"
aR3450042,"Francis, Rolt-Wheeler"
aR34500420,"Georg, Ebers"
aR34500421,"David, Widger"
aR34500422,"Charles, Klein"
aR34500423,"Samuel George, Cahan"
aR34500424,"Arthur, Hornblow"
aR34500425,"George W. (George Washington), Ogden"
aR34500426,"Frank E., Schoonover"
aR34500427,"Stewart Edward, White"
aR34500428,"Frederick Jackson, Turner"
aR34500429,"W. S. (Walter S.), Stacey"
aR3450043,"George Cary, Eggleston"
aR34500430,"Wallace, Wood"
aR34500431,"Clyde, Brown"
aR34500432,"Edith K. (Edith Kellogg), Dunton"
aR34500433,"William Cleaver, Wilkinson"
aR34500434,"G., Hamilton-Browne"
aR34500435,"Ruth McEnery, Stuart"
aR34500436,"Fanny Y., Cory"
aR34500437,"Arthur, Macy"
aR34500438,"Henry Rankin, Poore"
aR34500439,"Emile Joseph, Dillon"
aR3450044,"Dolores, Marbourg"
aR34500440,"George, Gissing"
aR34500441,"Vincent, Napoli"
aR34500442,"Elizabeth, Bibesco"
aR34500443,"Inez, Bigwood"
aR34500444,"John G. (John Gilbert), Thompson"
aR34500445,"Josephine, Chase"
aR34500446,"Frank Alfred, Golder"
aR34500447,"Alexander, Petrunkevitch"
aR34500448,"Samuel N. (Samuel Northrup), Harper"
aR34500449,"Robert Joseph, Kerner"
aR3450045,"L. Frank (Lyman Frank), Baum"
aR34500450,"Jules, Verne"
aR34500451,"Frederick, Niecks"
aR34500452,"Basil Hall, Chamberlain"
aR34500453,"Theodore, Parker"
aR34500454,"F. C. (Francis Cowley), Burnand"
aR34500455,"Edyth Ellerbeck, Read"
aR34500456,"John, Goss"
aR34500457,"Caroline Elliott Hoogs, Jacobs"
aR34500458,"Matilda, Betham-Edwards"
aR34500459,"J. Storer (Joseph Storer), Clouston"
aR3450046,"John R. (John Rea), Neill"
aR34500460,"Murray, Leinster"
aR34500461,"Henry, Reeve"
aR34500462,"Alexis de, Tocqueville"
aR34500463,"Shirley Carter, Hughson"
aR34500464,"C. H. (Charles Henry), Pearson"
aR34500465,"Jesse William, Weik"
aR34500466,"William Henry, Herndon"
aR34500467,"Horace, White"
aR34500468,"Franklin Smith, Farquhar"
aR34500469,"Richard, Carlile"
aR3450047,"Harry Leon, Wilson"
aR34500470,"George, Meredith"
aR34500471,"Elizabeth, Robins"
aR34500472,"Civiale, Non"
aR34500473,"Thomas Bailey, Aldrich"
aR34500474,"S. H. M. (Samuel Hawkins Marshall), Byers"
aR34500475,"R. Nisbet (Robert Nisbet), Bain"
aR34500476,"W. H. Davenport (William Henry Davenport), Adams"
aR34500477,"Harry, Castlemon"
aR34500478,"Alfred W. (Alfred William), Pollard"
aR34500479,"Willis M. (Willis Mason), West"
aR3450048,"L. (Launcelot), Cranmer-Byng"
aR34500480,"Gaius Glenn, Atkins"
aR34500481,"George Q. (George Quayle), Cannon"
aR34500482,"George, MacDonald"
aR34500483,"Frank, Fox"
aR34500484,"Reginald Wright, Kauffman"
aR34500485,"Jean de, Paleologue"
aR34500486,"W. H. (William Henry), Hudson"
aR34500487,"Chatto, Non"
aR34500488,"Richard Maurice, Bucke"
aR34500489,"Walt, Whitman"
aR3450049,"Major (John), Richardson"
aR34500491,"James, Otis"
aR34500492,"William Oliver, Stevens"
aR34500493,"Allan F. (Allan Ferguson), Westcott"
aR34500494,"John, Jellicoe"
aR34500495,"Frank Frankfort, Moore"
aR34500496,"Robert, Graves"
aR34500497,"Leigh, Hunt"
aR34500498,"Frank, Ver Beck"
aR34500499,"James, Runciman"
aR345005,"United, Non"
aR3450050,"Fred, Waite"
aR34500501,"Flora Annie Webster, Steel"
aR34500502,"J. Hartley, Manners"
aR34500503,"George, Saintsbury"
aR34500504,"Herman George, Scheffauer"
aR34500505,"Hilaire, Belloc"
aR34500506,"Willis J. (Willis John), Abbot"
aR34500507,"Lucien, Price"
aR34500508,"P. L., Jacob"
aR34500509,"George W., Gage"
aR3450051,"Theodore, Roosevelt"
aR34500510,"Joseph Bushnell, Ames"
aR34500511,"Carlo, Collodi"
aR34500512,"Carol, Della Chiesa"
aR34500513,"Edward, Carpenter"
aR34500514,"William Campbell, Gault"
aR34500515,"Carlos, Rodriguez"
aR34500516,"W. J., Miller"
aR34500517,"N. L., VanDemark"
aR34500518,"M. E., Friedman"
aR34500519,"W. C., Kinney"
aR3450052,"George Bird, Grinnell"
aR34500520,"John, Sillars"
aR34500521,"Arthur Guy, Empey"
aR34500522,"Lina, Beard"
aR34500523,"Adelia B. (Adelia Belle), Beard"
aR34500524,"John, Dryden"
aR34500525,"T. R. (Terrot Reaveley), Glover"
aR34500526,"United, Non"
aR34500527,"William Arthur, Shaw"
aR34500528,"John Lothrop, Motley"
aR34500529,"Maturin Murray, Ballou"
aR3450053,"Oliver Wendell, Holmes"
aR34500530,"Cyrus, Thomas"
aR34500531,"G. Woolliscroft (George Woolliscroft), Rhead"
aR34500532,"Jonathan Mayhew, Wainwright"
aR34500533,"A. Neil (Albert Neil), Lyons"
aR34500534,"Samuel Woodworth, Cozzens"
aR34500535,"Grace, Christie"
aR3450054,"Henry Blake, Fuller"
aR3450055,"Swami, Abhedananda"
aR3450056,"Walter J., Sheldon"
aR3450057,"Walter, Scott"
aR3450058,"Dean C. (Dean Conant), Worcester"
aR3450059,"B. L. (Benjamin Leopold), Farjeon"
aR345006,"James A. (James Albert), Harrison"
aR3450060,"Thomas, Tapper"
aR3450061,"Martha W. (Martha Woodroof), Hiden"
aR3450062,"Martin, Andersen Nexø"
aR3450063,"Jessie, Muir"
aR3450064,"Bernard, Miall"
aR3450065,"Everett, MacDonald"
aR3450067,"Frank T., Merrill"
aR3450068,"Fannie Belle, Irving"
aR3450069,"R. M. (Robert Michael), Ballantyne"
aR345007,"Robert, Sharp"
aR3450070,"Newell Dwight, Hillis"
aR3450071,"W. H. (William Henry), Channing"
aR3450072,"Mohammed, Ali"
aR3450073,"Carleton B. (Carleton Britton), Case"
aR3450074,"Goodwin Brooke, Smith"
aR3450075,"Ralph, Connor"
aR3450076,"Daniel, Defoe"
aR3450077,"Daniel G. (Daniel Garrison), Brinton"
aR3450078,"Edward, Eggleston"
aR3450079,"Allegra, Eggleston"
aR345008,"James, Grant"
aR3450080,"Charles, Darwin"
aR3450081,"Lyman, Carrier"
aR3450082,"Jack Randall, Crawford"
aR3450083,"Robert, Wicks"
aR3450084,"Jacob, Abbott"
aR3450085,"John, Oxenford"
aR3450086,"Charles Neville, Buck"
aR3450087,"Thomas, Seltzer"
aR3450088,"Nikolai Vasilevich, Gogol"
aR3450089,"Thomas, Hodgkin"
aR345009,"Robert, Bridges"
aR3450090,"H. C. (Henry Cuyler), Bunner"
aR3450091,"Nathaniel Parker, Willis"
aR3450092,"Mary Hallock, Foote"
aR3450093,"Constance Fenimore, Woolson"
aR3450094,"John William, De Forest"
aR3450095,"George Manville, Fenn"
aR3450096,"Samuel, Pepys"
aR3450097,"Mynors, Bright"
aR3450099,"Octave, Feuillet"
aS350001,"Henry Nicholson, Ellacombe"
aS3500010,"Elizabeth Whitney, Williams"
aS35000100,"Police Captain, Howard"
aS35000101,"George Allan, England"
aS35000102,"Otto H., Kahn"
aS35000103,"H. Lee M. (Henry Lee Mitchell), Pike"
aS35000105,"Charles, Horrell"
aS35000106,"Walter, Scott"
aS35000108,"John Leonard, Hardenbergh"
aS35000109,"Charles, Hawley"
aS3500011,"Mary Hazelton Blanchard, Wade"
aS35000110,"Henry, Dearborn"
aS35000111,"John S., Clark"
aS35000112,"Erkuries, Beatty"
aS35000113,"William, Shakespeare"
aS35000114,"Alexander, Macbain"
aS35000115,"Alexander, Mackenzie"
aS35000116,"Alexander, Macgregor"
aS35000117,"George Cary, Eggleston"
aS35000118,"Andrew, Lang"
aS35000119,"Elphinstone, Dayrell"
aS3500012,"L. J. (Lewis Jesse), Bridgman"
aS35000120,"Robert Forsyth, Scott"
aS35000121,"E. H. (Edmund Hort), New"
aS35000122,"A. L. (Annis Lee), Wister"
aS35000123,"E., Werner"
aS35000124,"Washington, Bailey"
aS35000125,"Edgar, Saltus"
aS35000126,"J. E. (John Ernest), Hodder-Williams"
aS35000127,"Mary Hunter, Austin"
aS35000128,"Jerome, Bixby"
aS35000129,"William, Ashman"
aS3500013,"Daniel, Wise"
aS35000130,"Gustave, Le Bon"
aS35000131,"Leigh, Richmond"
aS35000132,"John, Schoenherr"
aS35000133,"George Manville, Fenn"
aS35000134,"H. Rider (Henry Rider), Haggard"
aS35000135,"Aaron, Walker"
aS35000136,"J. P., Barnett"
aS35000137,"Clement, Bailhache"
aS35000138,"H. W. Carless (Henry William Carless), Davis"
aS35000139,"Thomas, Hodson"
aS3500014,"L. Frank (Lyman Frank), Baum"
aS35000140,"Lydia Maria, Child"
aS35000141,"Dorothy Canfield, Fisher"
aS35000142,"E. K., Jarvis"
aS35000143,"James A. (James Andrew), Braden"
aS35000144,"R. G., Vosburgh"
aS35000145,"Eleanor Hallowell, Abbott"
aS35000146,"Jasmine Stone, Van Dresser"
aS35000147,"William, Van Dresser"
aS35000148,"Mariano, Azuela"
aS35000149,"E. (Enrique), Munguía"
aS3500015,"John R. (John Rea), Neill"
aS35000150,"Reginald R. (Reginald Robinson), Sharpe"
aS35000152,"H. Irving (Harrie Irving), Hancock"
aS35000153,"R. D. (Richard Doddridge), Blackmore"
aS35000154,"B. West (Benjamin West), Clinedinst"
aS35000155,"Thomas Nelson, Page"
aS35000156,"Mynors, Bright"
aS35000158,"Henry B. (Henry Benjamin), Wheatley"
aS35000159,"Samuel, Pepys"
aS3500016,"Massachusetts, Non"
aS35000160,"Anton Pavlovich, Chekhov"
aS35000161,"Constance, Garnett"
aS35000162,"Francis C. (Francis Channing), Woodworth"
aS35000163,"Alexandre, Dumas"
aS35000164,"Lilian, Garis"
aS35000165,"Bayard, Taylor"
aS35000166,"George, Turner"
aS35000167,"T. W. (Thomas William), Allies"
aS35000168,"Laurence, Housman"
aS35000169,"E. Raymond (Eugene Raymond), Hall"
aS3500017,"Elbert, Hubbard"
aS35000170,"E. Lendell, Cockrum"
aS35000171,"Edward, Godfrey"
aS35000172,"James, Grant"
aS35000173,"John Henry, Blunt"
aS35000174,"William Powell, Frith"
aS35000175,"Lunsford, Lane"
aS35000176,"Edward Sylvester, Ellis"
aS35000177,"H. G. (Herbert George), Wells"
aS35000178,"Frederick John, Lazell"
aS35000179,"Hallie Erminie, Rives"
aS3500018,"Walter, Pater"
aS35000180,"A. B. (Albert Beck), Wenzell"
aS35000181,"William Ernest, Henley"
aS35000182,"Ernst von, Wildenbruch"
aS35000183,"Richard Harding, Davis"
aS35000184,"Tom, Gallon"
aS35000185,"Charles, Grunwald"
aS35000186,"François, Coppée"
aS35000187,"John, Ward"
aS35000188,"Epiphanius, Wilson"
aS35000189,"Aleksandr Sergeevich, Pushkin"
aS3500019,"Arthur, Machen"
aS35000190,"George, Borrow"
aS35000191,"Adam, Mickiewicz"
aS35000192,"Harold, Bindloss"
aS35000193,"Mary J., Safford"
aS35000194,"Georg, Ebers"
aS35000195,"Robert, Butler"
aS35000196,"Albert, Pfister"
aS35000197,"Johann Gottfried, Seume"
aS35000198,"Janet, Aldridge"
aS35000199,"L. T., Meade"
aS350002,"Francis W. (Francis Wayland), Parker"
aS3500020,"J. E. (Joseph Edmund), Hutton"
aS35000200,"Basil, Hall"
aS35000201,"John, Buchan"
aS35000202,"William John, Hopkins"
aS35000203,"Diantha W., Horne"
aS35000204,"Joe, Cassells"
aS35000205,"Gilbert, Parker"
aS35000206,"Elizabeth, Robins"
aS35000207,"Maxfield, Parrish"
aS35000208,"Nathaniel, Hawthorne"
aS35000209,"Burton Egbert, Stevenson"
aS3500021,"Henry A. (Henry Alfred), Gardner"
aS35000210,"Henry, Fielding"
aS35000211,"Mildred A. (Mildred Augustine), Wirt"
aS35000212,"Henry Glassford, Bell"
aS35000213,"F. C. (Francis Cowley), Burnand"
aS35000214,"Norman, Price"
aS35000215,"Sara Ware, Bassett"
aS35000216,"E., Van Gerpen"
aS35000217,"Eva Freeman, Hart"
aS35000218,"Émile, Zola"
aS35000219,"E. P., Robins"
aS3500022,"Josephine Daskam, Bacon"
aS35000220,"Charles L. (Charles Larcom), Graves"
aS35000221,"Isabel W., Caley"
aS35000222,"William Allan, Neilson"
aS35000223,"Hilda T., Skae"
aS35000224,"G. P. R. (George Payne Rainsford), James"
aS35000226,"Winston, Churchill"
aS35000227,"Mrs. (Margaret), Oliphant"
aS35000228,"Randolph, Caldecott"
aS35000229,"Henry, Blackburn"
aS3500023,"A. D. (Augustine David), Crake"
aS35000230,"John, De Morgan"
aS35000231,"William Henry Fox, Talbot"
aS35000232,"K., Rangachari"
aS35000233,"Edgar, Thurston"
aS35000234,"William Henry Oliphant, Smeaton"
aS35000235,"Ada, Leverson"
aS35000236,"David H. (David Henry), Keller"
aS35000237,"Robert W., Krepps"
aS35000238,"H. L. (Horace Leonard), Gold"
aS35000239,"William Walker, Atkinson"
aS3500024,"Edmund, Burke"
aS35000240,"Jules, Verne"
aS35000241,"Ella Wheeler, Wilcox"
aS35000242,"Jacob, Abbott"
aS35000243,"Niccol\xf2, Machiavelli"
aS35000244,"Diane, Dillon"
aS35000245,"Leo, Dillon"
aS35000246,"Stanley R., Lee"
aS35000247,"W. Herbert, Holloway"
aS35000248,"Harry, Collingwood"
aS35000249,"John, McElroy"
aS3500025,"Edwin Arlington, Robinson"
aS35000250,"Guy, Thorne"
aS35000251,"Robert, Chambers"
aS35000252,"J. Randolph, Brown"
aS35000253,"Frank Samuel, Child"
aS35000254,"William, Gillette"
aS35000255,"Cyrus Townsend, Brady"
aS35000256,"E. (Eliza), Fenwick"
aS35000257,"Eliza, Orzeszkowa"
aS35000258,"Count de, Soissons"
aS35000259,"Gustav, Kobbé"
aS3500026,"Roger, McGuinn"
aS35000260,"Frank E. (Frank Ebenezer), Miller"
aS35000261,"Meredith, Nicholson"
aS35000262,"Charles Dana, Gibson"
aS35000263,"Grace S. (Grace Smith), Richmond"
aS35000264,"Charles Dudley, Warner"
aS35000265,"W. F. (William Forsell), Kirby"
aS35000266,"Elias, Lannrot"
aS35000267,"Frederick, Marryat"
aS35000268,"Henrik, Ibsen"
aS35000269,"Anders, Orbeck"
aS3500027,"François, Huber"
aS35000270,"Norman, Bentwich"
aS35000271,"George, Bell"
aS35000272,"Joseph A. (Joseph Alexander), Altsheler"
aS35000273,"Gilbert, Murray"
aS35000274,"Richard Francis, Weymouth"
aS35000275,"Marie, Manning"
aS35000276,"Henry W., Savage"
aS35000277,"Joseph, O'Brien"
aS35000278,"Ferenc, Molnár"
aS35000279,"Mary Rogers, Miller"
aS3500028,"Thomas, Kearns"
aS35000280,"T. W. (Thomas Wallace), Lumb"
aS35000281,"Anne, Beale"
aS35000282,"Thomas, Kyd"
aS35000283,"Cynthia A. (Cynthia Adams), Hoover"
aS35000284,"Amelia E., Barr"
aS35000285,"Francis, Beaumont"
aS35000286,"John, Fletcher"
aS35000287,"Harry, Hazelton"
aS35000288,"Johnston, McCulley"
aS35000289,"Herman, Melville"
aS3500029,"Maturin Murray, Ballou"
aS35000290,"Joel, Cook"
aS35000291,"Florence Morse, Kingsley"
aS35000292,"W. B., King"
aS35000293,"John Kendrick, Bangs"
aS35000294,"Ellen, Terry"
aS35000295,"Bernard, Fresenborg"
aS35000296,"Rachel Harriette, Busk"
aS35000297,"A. D. (Alexander Dunlop), Lindsay"
aS35000298,"James Oliver, Curwood"
aS35000299,"Frank E., Schoonover"
aS350003,"Nellie Lathrop, Helm"
aS3500030,"Arthur Conan, Doyle"
aS35000300,"Samuel B. (Samuel Buell), Allison"
aS35000301,"Edith, Wharton"
aS35000302,"Thomas, Hardy"
aS35000303,"Helen H. (Helen Hamilton), Gardener"
aS35000304,"Elizabeth Cady, Stanton"
aS35000305,"Edgar Allan, Poe"
aS35000306,"Frank, Fox"
aS35000307,"Burt L., Standish"
aS35000308,"D. H. (David Herbert), Lawrence"
aS35000309,"Arthur, Symons"
aS3500031,"Laura Lee, Hope"
aS35000310,"Josiah, Flynt"
aS35000311,"Herman, Dieck"
aS35000312,"Josef, Halfer"
aS35000313,"Anna Potter, Wright"
aS35000314,"Beatrix, Potter"
aS35000315,"James D. (James Daniel), Richardson"
aS35000316,"T. W. H. (Thomas William Hodgson), Crosland"
aS35000317,"Annie S., Swan"
aS35000318,"G. Basil (George Basil), Barham"
aS35000319,"Poul, Anderson"
aS3500032,"Mona, Caird"
aS35000320,"F. W. (Francis Wall), Oliver"
aS35000321,"Robert, Keable"
aS35000322,"S. A., Reilly"
aS35000323,"Don Carlos, Seitz"
aS35000324,"Mór, Jókai"
aS35000325,"James J. (James Joseph), Walsh"
aS35000326,"J. H. (Joseph Henry), Wade"
aS35000327,"G. W. (George Woosung), Wade"
aS35000328,"Howard, Staunton"
aS35000329,"Charles Carleton, Coffin"
aS3500033,"Abu, Non"
aS35000330,"E. Newton (Edmund Newton), Harvey"
aS35000331,"Lancelot, Speed"
aS35000332,"Louis, Becke"
aS35000334,"John, Leech"
aS35000335,"Henry, Oyen"
aS35000336,"L. P. (Lawrence Pearsall), Jacks"
aS35000337,"L. Leslie (Leonard Leslie), Brooke"
aS35000338,"Julia, Kavanagh"
aS35000339,"Richard, Taylor"
aS3500034,"Henry, Baerlein"
aS35000340,"Edward C., Caswell"
aS35000341,"Carolyn, Wells"
aS35000342,"George, Grote"
aS35000344,"Olga, Metchnikoff"
aS35000345,"David Nichol, Smith"
