authorID,fullName
t9500199,"Juliet, Corson"
t95002,"Samuel, Johnson"
t950020,"Mary Cochrane, Rogers"
t9500200,"Bertrand, Russell"
t9500201,"Fannie, Hurst"
t9500202,"Edmund, Routledge"
t9500203,"Robert A., Chipman"
t9500204,"Henry, Drummond"
t9500205,"Douglas, Blackburn"
t9500206,"W. Waithman, Caddell"
t9500207,"R. D. (Robert Dalziel), Cumming"
t9500209,"Goold, Brown"
t950021,"William K. (William Kurtz), Wimsatt"
t9500210,"Florence L. (Florence Louisa), Barclay"
t9500211,"Eugène, Sue"
t9500212,"Daniel, De Leon"
t9500213,"John Stuart, Mill"
t9500214,"Robert W. (Robert William), Chambers"
t9500215,"Henry, Hutt"
t9500216,"George, Gibbs"
t9500217,"Ezra, Meeker"
t9500218,"F. N. (Frederick N.), Wilson"
t9500219,"Howard R. (Howard Roscoe), Driggs"
t950022,"William, Wagstaffe"
t9500220,"Edward Joseph Harrington, O'Brien"
t9500221,"Stephen, Marlowe"
t9500222,"Jacob S. (Jacob Sloat), Fassett"
t9500223,"H. L. (Henry Louis), Mencken"
t9500224,"Frances L., Phillips"
t9500225,"Pío, Baroja"
t9500226,"Brander, Matthews"
t9500227,"W. C. (William Crary), Brownell"
t9500228,"W. T. (William Thomas), Smedley"
t9500229,"R. M. (Robert Michael), Ballantyne"
t950023,"George, Canning"
t9500230,"Beverley, Nichols"
t9500231,"Adolphe, Lalauze"
t9500232,"John Addington, Symonds"
t9500233,"Alexandre, Manceau"
t9500234,"Maurice, Sand"
t9500235,"Carlo, Gozzi"
t9500236,"Francis Loring, Payne"
t9500237,"Frederick L. (Frederic Lockwood), Lipman"
t9500238,"Charles Edward, Ryan"
t9500239,"W. J. (Winton James), Baltzell"
t950024,"Walter M. (Walter Marion), Chandler"
t9500240,"William Byron, Forbush"
t9500241,"Herbert T. (Herbert Treadwell), Wade"
t9500242,"Rex, Beach"
t9500243,"Samuel, Lover"
t9500244,"Rufus P. (Rufus Phillips), Williams"
t9500245,"Irving, Bacheller"
t9500246,"Reginald Bathurst, Birch"
t9500247,"Alexander, Teixeira de Mattos"
t9500248,"Maurice, Maeterlinck"
t9500249,"Walter, Crane"
t950025,"T. W. (Thomas William), Rolleston"
t9500250,"Dinah Maria Mulock, Craik"
t9500251,"J. André, Castaigne"
t9500252,"Charles A. (Charles Albert), Curtis"
t9500253,"Joseph Fielding, Smith"
t9500254,"George Bethune, English"
t9500255,"Elizabeth, Bisland"
t9500256,"Lafcadio, Hearn"
t9500258,"James B. (James Beardsley), Hendryx"
t9500259,"George E. (George Edwin), Waring"
t950026,"Annie F. (Annie Fellows), Johnston"
t9500260,"David C., Knight"
t9500261,"Samuel, Felton"
t9500262,"Rose, Strunsky"
t9500264,"Constantine, Shokor-Trotsky"
t9500265,"V. G. (Vladimir Grigorevich), Chertkov"
t9500266,"H. J. (Henry Justice), Ford"
t9500267,"George W. T. (George William Thomson), Omond"
t9500268,"A. (Amédée), Forestier"
t9500269,"William Henry, Gladstone"
t9500270,"Mark, Twain"
t9500271,"Walter, Clark"
t9500272,"Louis Constant, Wairy"
t9500273,"Montague, Glass"
t9500274,"Tony P., Wrenn"
t9500275,"Arthur Leo, Zagat"
t9500276,"Mary Hazelton Blanchard, Wade"
t9500277,"L. J. (Lewis Jesse), Bridgman"
t9500278,"William, Osmer"
t9500279,"Frederick, Bridge"
t950028,"Mosiah, Hall"
t9500280,"Frederic Taber, Cooper"
t9500281,"Henri, Barbusse"
t9500282,"Henry, Roujon"
t9500283,"Arthur W., Marchmont"
t9500284,"Katherine Cecil, Thurston"
t9500285,"F., Anstey"
t9500286,"Neil, Munro"
t9500287,"David W. (David William), Bone"
t9500289,"William F. (William Frederick), Stecher"
t950029,"George, Niblo"
t9500290,"Zoe, Meyer"
t9500291,"Thomas B. (Thomas Brackett), Reed"
t9500292,"Charlotte M. (Charlotte Mary), Yonge"
t9500293,"Richard Henry, Stoddard"
t9500294,"Albion Fellows, Bacon"
t9500295,"Edmund O. (Edmund Osborne), Jones"
t9500296,"Richard, Jefferies"
t9500297,"Archer Butler, Hulbert"
t9500299,"A. M. (Alice Muriel), Williamson"
t95003,"William Henry Giles, Kingston"
t950030,"Hugh G. (Hugh Gilchrist), Dick"
t9500300,"C. N. (Charles Norris), Williamson"
t9500301,"H. F. (Henry Fauntleroy), Harris"
t9500302,"Elisha Benjamin, Andrews"
t9500303,"E. Phillips (Edward Phillips), Oppenheim"
t9500304,"Edwin Gifford, Lamb"
t9500305,"Alfred M. (Alfred Mason), Williams"
t9500306,"Edward, Clodd"
t9500307,"J. W. (John Walter), Cross"
t9500308,"Hugh, Miller"
t9500309,"H. Beam, Piper"
t950031,"Mr. (Lewis), Theobald"
t9500310,"Kelly, Freas"
t9500311,"Rafael, Sabatini"
t9500312,"Northern, Non"
t9500313,"American, Non"
t9500314,"Raymond Z., Gallun"
t9500315,"Carolyn, Wells"
t9500316,"Philip, Gibbs"
t9500317,"William, Carleton"
t9500318,"M. L., Flanery"
t9500319,"Laura Lee, Hope"
t950032,"John, Morley"
t9500320,"Walter S., Rogers"
t9500321,"Emily Sarah, Holt"
t9500322,"M. (Madelaine), Irwin"
t9500323,"Guido, Bruno"
t9500324,"Elizabeth Leavitt, Keller"
t9500325,"John Alexander, Logan"
t9500326,"Helen Reid, Cross"
t9500328,"Elizabeth Arnold, Hitchcock"
t9500329,"Edward Lewes, Cutts"
t950033,"Arthur G., Hill"
t9500330,"J. N., Marchand"
t9500331,"Will, Lillibridge"
t9500332,"Joseph Crosby, Lincoln"
t9500333,"Ignatius, Donnelly"
t9500334,"Mary Elizabeth Southwell Dudley, Leathley"
t9500335,"Annette Marie, Maillard"
t9500336,"Edward, Roth"
t9500337,"William Makepeace, Thackeray"
t9500338,"Nathaniel, Hawthorne"
t9500339,"Francis Trevelyan, Miller"
t950034,"Theodore F. (Theodore Frelinghuysen), Wolfe"
t9500340,"Allen L. (Allen Leon), Churchill"
t9500341,"Francis J. (Francis Joseph), Reynolds"
t9500342,"David, Widger"
t9500343,"Willard, Bonte"
t9500344,"Elizabeth O., Hiller"
t9500345,"Raymond Moreau, Crosby"
t9500346,"Henry Kitchell, Webster"
t9500347,"John, Masefield"
t9500348,"W. E., Terry"
t9500349,"H. B., Hickey"
t950035,"Joseph Lewis, French"
t9500350,"J. O. (James Orchard), Halliwell-Phillipps"
t9500351,"William Bell, Scott"
t9500352,"Ernest, Glanville"
t9500353,"William H. (William Harrison), Ukers"
t9500354,"Joseph J., Mereto"
t9500355,"Henry B. (Henry Benjamin), Wheatley"
t9500356,"Samuel, Pepys"
t9500358,"Mynors, Bright"
t9500359,"Q. K. Philander, Doesticks"
t950036,"James J. (James Joseph), Walsh"
t9500360,"John, McLenan"
t9500361,"Edward F. (Edward Fitch), Underhill"
t9500362,"Nathan Haskell, Dole"
t9500363,"Elizabeth Hyde, Reid"
t9500364,"May Agnes, Fleming"
t9500365,"Charles F., Lester"
t9500366,"Alice Hale, Burnett"
t9500367,"Jesse Lyman, Hurlbut"
t9500368,"William, Hole"
t9500369,"United, Non"
t950037,"Alexander, Leighton"
t9500370,"J. Arthur (John Arthur), Thomson"
t9500371,"Philip Gilbert, Hamerton"
t9500372,"Thomas, Hardy"
t9500373,"Butterick, Non"
t9500374,"Allen, Chapman"
t9500375,"Bertram O., Stull"
t9500376,"Ernest, Bramah"
t9500377,"Dennis J., Downing"
t9500378,"Marie Carmichael, Stopes"
t9500379,"Alvin, Heiner"
t950038,"John Mackay, Wilson"
t9500380,"C. J., Hogarth"
t9500381,"H. M. (Henry Major), Tomlinson"
t9500382,"Ross, Beeckman"
t9500383,"Helen Hay, Whitney"
t9500384,"Duffield, Osborne"
t9500385,"W. H. H. (William Henry Harrison), Murray"
t9500386,"Harry, Graham"
t9500387,"Robert M., Vogel"
t9500389,"William Lyon, Phelps"
t950039,"Ida M. (Ida Minerva), Tarbell"
t9500390,"F. C. (Francis Cowley), Burnand"
t9500391,"Laurence, Alma-Tadema"
t9500392,"Gertrude W., Morrison"
t9500393,"Mary, Lamb"
t9500394,"Charles, Lamb"
t9500395,"James, McKimmey"
t9500396,"Paul, Orban"
t9500397,"Frances Hodgson, Burnett"
t9500398,"Herbert, Strang"
t9500399,"Cyrus, Cuneo"
t95004,"Arthur G., Chater"
t950040,"Arthur, Quiller-Couch"
t9500400,"Andrew, Murray"
t9500401,"W. C., Firebaugh"
t9500402,"Petronius, Non"
t9500403,"David, Samwell"
t9500404,"Bruce, Cartwright"
t9500405,"Stuart, Travis"
t9500406,"William MacLeod, Raine"
t9500407,"Jacob, Abbott"
t9500408,"St. John G. (St. John Greer), Ervine"
t9500409,"Robert, Hillyer"
t950041,"Ossip, Schubin"
t9500410,"John F., Carr"
t9500411,"John D., Clark"
t9500412,"Luigi, Cornaro"
t9500413,"A. R. (Albert Rowe), Barlow"
t9500414,"Benito, Pérez Galdós"
t9500415,"Arthur Richmond, Marsh"
t9500416,"Steven T. (Steven Tracy), Byington"
t9500417,"Irvin S. (Irvin Shrewsbury), Cobb"
t9500418,"Amos Bronson, Alcott"
t950042,"Mary, Maxwell"
t9500420,"Mary Noailles, Murfree"
t9500421,"H. A. (Hendrik Antoon), Lorentz"
t9500422,"Harry, Hervey"
t9500423,"E., Stamp"
t9500424,"A. D. (Alfred Denis), Godley"
t9500425,"T. Hamilton, Crawford"
t9500426,"John Henry, Lorimer"
t9500427,"Lancelot, Speed"
t9500428,"United, Non"
t9500429,"United, Non"
t950043,"Edward, Lear"
t9500430,"Albert Bigelow, Paine"
t9500431,"Snorri, Non"
t9500432,"Ethel Harriet, Hearn"
t9500433,"Halfdan, Egedius"
t9500434,"Gerhard, Munthe"
t9500435,"Hjalmar Eilif Emanuel, Peterssen"
t9500436,"Gustav, Storm"
t9500437,"Wilhelm Laurits, Wetlesen"
t9500438,"Christian, Krogh"
t9500439,"Erik Theodor, Werenskiold"
t950044,"A. J. (Alec John), Dawson"
t9500440,"F. C. (Frederick Coffay), Yohn"
t9500441,"Mary, Johnston"
t9500442,"Rudyard, Kipling"
t9500443,"Blanche, Ostertag"
t9500444,"Kate, Stephens"
t9500445,"Hamilton Wright, Mabie"
t9500446,"John Cowper, Powys"
t9500447,"William, Sharp"
t9500448,"Arthur Latham, Perry"
t9500449,"Elizabeth Fearne, Bonsall"
t950045,"George, Smith"
t9500450,"Gordon, Stables"
t9500451,"W. S. (Walter S.), Stacey"
t9500452,"Charles Boardman, Hawes"
t9500453,"William H. (William Howard), Taft"
t9500454,"Arthur Peronneau, Ford"
t9500455,"Marion Johnstone, Ford"
t9500456,"Mary Roberts, Rinehart"
t9500457,"Will N. (Will Nathaniel), Harben"
t9500458,"James, Monteith"
t9500459,"Jane L., Stewart"
t950046,"Louis Aubrey, Wood"
t9500461,"Joseph, Addison"
t9500462,"Benjamin, Franklin"
t9500463,"Roscoe, Mongan"
t9500464,"Pierre, Corneille"
t9500465,"George, Newnes"
t9500466,"Lily Munsell, Ritchie"
t9500467,"R. J., Broadbent"
t9500468,"American, Non"
t9500469,"Frederick, Tilberg"
t950047,"George, Colman"
t9500470,"Ottilie A. (Ottilia Adelina), Liljencrantz"
t9500471,"James M., Trotter"
t9500472,"Anti-slavery, Non"
t9500473,"James, Huneker"
t9500474,"Dorothy M. (Dorothy Miller), Richardson"
t9500475,"Joseph A. (Joseph Alexander), Altsheler"
t9500476,"Rush Shippen, Huidekoper"
t9500477,"Charles B., Michener"
t9500478,"W. H. (William Heyser), Harbaugh"
t9500479,"Leonard, Pearson"
t950048,"Mrs., Inchbald"
t9500480,"United, Non"
t9500481,"Bertram, Mitford"
t9500482,"William, Hayley"
t9500483,"Parley P. (Parley Parker), Pratt"
t9500484,"Oliver, Optic"
t9500485,"John, Tenniel"
t9500487,"Reginald, Cleaver"
t9500488,"L. (Leonard), Raven-Hill"
t9500489,"Phil, May"
t950049,"Ralph, Centennius"
t9500490,"Bernard, Partridge"
t9500491,"Edward Tennyson, Reed"
t9500492,"George, Du Maurier"
t9500493,"Charles, Keene"
t9500494,"Louis, Raemaekers"
t9500495,"Emile, Cammaerts"
t9500496,"Edith B. (Edith Bertha), Ordway"
t9500497,"Julia, Magruder"
t9500498,"Charles, King"
t9500499,"Theodore Clarke, Smith"
t95005,"Fridtjof, Nansen"
t950050,"Bert Leston, Taylor"
t9500500,"P. G. (Pelham Grenville), Wodehouse"
t9500501,"Edith King, Hall"
t9500502,"Mrs. (Margaret), Oliphant"
t9500503,"F. S. (Frank Stewart), Flint"
t9500504,"H., Non"
t9500505,"Richard, Aldington"
t9500506,"D. H. (David Herbert), Lawrence"
t9500507,"Amy, Lowell"
t9500508,"John Gould, Fletcher"
t9500509,"Ivy Kellerman, Reed"
t950051,"Henry Blake, Fuller"
t9500510,"Nathaniel Armstrong, Wells"
t9500511,"George O. (George Oliver), Smith"
t9500512,"Eleanor M. (Eleanor Marie), Ingram"
t9500513,"Thomas, McManus"
t9500514,"George P., Bissell"
t9500515,"Samuel K., Ellis"
t9500516,"Henry Hill, Goodell"
t9500517,"Bernard, Mandeville"
t9500518,"Jacob, Viner"
t9500519,"Jack, Gaughan"
t950052,"Ed, Emshwiller"
t9500520,"Joy, Leache"
t9500521,"Larry, Ivie"
t9500522,"William R., Doede"
t9500523,"Mary Russell, Mitford"
t9500524,"Maud, Menefee"
t9500525,"Ellen C. (Ellen Creathorne), Clayton"
t9500526,"Arthur Scott, Bailey"
t9500527,"Harry L., Smith"
t9500528,"R. E. D. (Rose Esther Dorothea), Sketchley"
t9500529,"Alfred W. (Alfred William), Pollard"
t950053,"Ed M., Clinton"
t9500530,"Edward, Newman"
t9500531,"Friedrich, Schiller"
t9500533,"F. H. M., Parker"
t9500534,"John Salkeld, Bland"
t9500535,"Robert Louis, Stevenson"
t9500536,"John, Bunyan"
t9500537,"André, Chevrillon"
t9500538,"A. (Arthur), Clutton-Brock"
t9500539,"Eugène Emmanuel, Lemercier"
t950054,"Mary, Somerville"
t9500540,"R. W., Campbell"
t9500541,"Daniel, Defoe"
t9500542,"Willis Fletcher, Johnson"
t9500543,"La Salle Corbell, Pickett"
t9500544,"William B., Arnold"
t9500545,"Edward T. (Edward Tracey), Bouvé"
t9500546,"Ezra, Pound"
t9500547,"Bai, Li"
t9500548,"John Kendrick, Bangs"
t9500549,"F. T. (Frederick Thompson), Richards"
t950055,"Maturin Murray, Ballou"
t9500551,"T. S. (Timothy Shay), Arthur"
t9500552,"John Lorimer, Worden"
t9500553,"Samuel Dana, Greene"
t9500554,"H. Ashton, Ramsay"
t9500555,"Eugene Winslow, Watson"
t9500556,"Lacy, Collison-Morley"
t9500557,"Theodore, Roosevelt"
t9500558,"Henry William, Herbert"
t9500559,"Louis, Loewe"
t950056,"Grace Livingston, Hill"
t9500562,"Edward, Stratemeyer"
t9500563,"Francis Hopkinson, Smith"
t9500564,"Reuben Post, Halleck"
t9500565,"Beatrix, Potter"
t9500566,"Fanny, Barry"
t9500567,"Charles Caldwell, Dobie"
t9500568,"James Fenimore, Cooper"
t9500569,"Rodrigues, Ottolengui"
t950057,"John, Murphy"
t9500570,"Herbert, Quick"
t9500571,"Victor, Hugo"
t9500572,"R., Lillie"
t9500573,"William S., Furneaux"
t9500574,"George Manville, Fenn"
t9500575,"John E. (John Eleazer), Remsburg"
t9500576,"P. B. M. (Philip Bertram Murray), Allan"
t9500577,"Robert P. (Robert Percival), Porter"
t9500578,"Beatrice, Webb"
t9500579,"Sidney, Webb"
t950058,"William H. (WIlliam Harvey), Allen"
t9500580,"Thomas James, Wise"
t9500581,"George, Borrow"
t9500582,"S. C. (Stephen Cullen), Carpenter"
t9500583,"Michael, Barrett"
t9500584,"H. Rider (Henry Rider), Haggard"
t9500585,"Edward C., Caswell"
t9500586,"Ralph Henry, Barbour"
t9500587,"Johan, Bojer"
t9500588,"Charles, Archer"
t9500589,"W. J. Alexander (William John Alexander), Worster"
t950059,"W. T. (William Thompson), Sedgwick"
t9500590,"Pneu, Non"
t9500591,"R. Nisbet (Robert Nisbet), Bain"
t9500592,"Charles M. (Charles March), Gere"
t9500593,"P. (Petr), Polevoi"
t9500594,"Herb, Roth"
t9500595,"Donald Ogden, Stewart"
t9500596,"William Osborn, Stoddard"
t9500597,"James, De Mille"
t9500598,"William Ludwell, Sheppard"
t9500599,"C. Ainsworth (Charles Ainsworth), Mitchell"
t95006,"Roald, Amundsen"
t950060,"Frances Eleanor, Trollope"
t950061,"Jeffery, Farnol"
t950062,"Margaret, Widdemer"
t950063,"Georg, Ebers"
t950064,"Clara, Bell"
t950065,"Flavius, Josephus"
t950066,"William, Whiston"
t950067,"Montgomery B., Gibbs"
t950068,"Owen, Kildare"
t950069,"Owen, Seaman"
t95007,"Catharine Esther, Beecher"
t950070,"A. S. (Alpheus Spring), Packard"
t950071,"Helen M., Urban"
t950072,"Margaret, Vandercook"
t950073,"Sarah L., Barrow"
t950074,"Richard, South"
t950075,"Murray, Leinster"
t950076,"H. R., Van Dongen"
t950077,"Harrison, Cady"
t950078,"Thornton W. (Thornton Waldo), Burgess"
t950079,"David Ross, Locke"
t950080,"Mary Ellen, Richmond"
t950081,"Winston, Churchill"
t950082,"Evelyn E., Smith"
t950083,"Sandy, Kossin"
t950084,"Henry, Morley"
t950086,"B. L. (Benjamin Leopold), Farjeon"
t950087,"R. G. (Robert Gordon), Latham"
t950088,"H. Esselstyn, Lindley"
t950089,"Ernest Hartley, Coleridge"
t950091,"Elizabeth, Miller"
t950092,"Katherine Wallace, Davis"
t950093,"Edward Payson, Roe"
t950094,"Henry, Labouchere"
t950095,"John Humphrey, Noyes"
t950096,"Nehemiah, Adams"
t950097,"Leroy, Yerxa"
t950098,"Franklin, Pierce"
u100001,"William Garrott, Brown"
u1000010,"J. S. (John Solomon), Rarey"
u10000100,"Theron, Brown"
u10000101,"Hezekiah, Butterworth"
u10000102,"Henri, Roberts"
u10000103,"Jules, Claretie"
u10000104,"Charles, Cotton"
u10000105,"Michel de, Montaigne"
u10000106,"William Carew, Hazlitt"
u10000107,"M. E. (Mary Elizabeth), Braddon"
u10000108,"Edward Lyell, Fox"
u10000109,"Armgaard Karl, Graves"
u1000011,"Fearing, Burr"
u10000110,"William Dean, Howells"
u10000111,"Honoré de, Balzac"
u10000112,"Ellen, Marriage"
u10000113,"Camille, Flammarion"
u10000114,"Fred M. (Fred Merrick), White"
u10000115,"Evelyn, Everett-Green"
u10000116,"Martha, Finley"
u10000117,"D. C. (David Churchill), Somervell"
u10000118,"Victor, Gollancz"
u10000119,"J. A. (John Anderson), Bensel"
u1000012,"William, Sangster"
u10000120,"Arthur Christopher, Benson"
u10000121,"William, McFee"
u10000122,"Chapman, Cohen"
u10000123,"Clair W. (Clair Wallace), Hayes"
u10000124,"Walt, Whitman"
u10000125,"C. M. (Charles M.), Relyea"
u10000126,"Ralph Henry, Barbour"
u10000127,"William, Shakespeare"
u10000128,"John, Morse"
u10000129,"Brander, Matthews"
u1000013,"William Kirk, Dickson"
u10000130,"Jane, Andrews"
u10000131,"G. A. (George Alfred), Henty"
u10000132,"Walter, Paget"
u10000133,"Laura Elizabeth Howe, Richards"
u10000134,"William, Le Queux"
u10000135,"Maurice, Grieffenhagen"
u10000136,"Adolf, Streckfuss"
u10000137,"A. L. (Annis Lee), Wister"
u10000138,"Carley, Dawson"
u10000139,"Lynd, Ward"
u10000140,"Joseph, Samachson"
u10000141,"Kelly, Freas"
u10000142,"Frederic George, Kitton"
u10000143,"Charles, Dickens"
u10000144,"Paul, Bourget"
u10000145,"David, Widger"
u10000146,"Ida B., Wells-Barnett"
u10000147,"J. Knox, Jones"
u10000148,"B., Mursaloglu"
u10000149,"Logan, Marshall"
u10000151,"Paul, Bransom"
u10000153,"United, Non"
u10000154,"Laura E., Kendall"
u10000155,"Jules, Verne"
u10000156,"Mary Russell, Mitford"
u10000157,"H. Irving (Harrie Irving), Hancock"
u10000158,"George A., Birmingham"
u10000159,"George W. (George Warren), Wood"
u1000016,"Henry, Slesar"
u10000160,"Selma, Lagerlaf"
u10000161,"Walter, Scott"
u10000162,"Thomas, Paine"
u10000163,"Sarah, Fielding"
u10000164,"G. K. (Gilbert Keith), Chesterton"
u10000165,"Herbert Allen, Giles"
u10000166,"Songling, Pu"
u10000167,"Grace S. (Grace Smith), Richmond"
u10000168,"R., Non"
u10000169,"Edgar Rice, Burroughs"
u1000017,"Thomas William, Lawson"
u10000170,"Kenneth, Grahame"
u10000171,"Dwight Lyman, Moody"
u10000172,"George, Strohbach"
u10000173,"Rosalind, Goforth"
u10000174,"C. (Conrad), Lüdger"
u10000175,"August Wilhelm, Iffland"
u10000176,"Lewis, Wingfield"
u10000177,"Joseph, Harris"
u10000178,"Vinton A. (Vinton Adams), Dearing"
u10000179,"John Lothrop, Motley"
u1000018,"Carleton Eldredge, Noyes"
u10000180,"Eugène, Sue"
u10000181,"Daniel, De Leon"
u10000182,"Joseph Sheridan, Le Fanu"
u10000183,"Carleton J., Phillips"
u10000184,"Justin, McCarthy"
u10000185,"Horace Barnett, Samuel"
u10000186,"Arthur, Schnitzler"
u10000187,"G. S. (George Sumner), Weaver"
u10000188,"George, Borrow"
u10000189,"Thomas James, Wise"
u1000019,"T. S. (Timothy Shay), Arthur"
u10000190,"Henry, Dircks"
u10000191,"Katherine, Stokes"
u10000192,"Clara, Bell"
u10000193,"H. T. (Hugh Thomas), Swedenberg"
u10000194,"Richard, Willis"
u10000195,"Charles, Hopkins"
u10000196,"Gayle Porter, Hoskins"
u10000197,"Carolyn, Wells"
u10000198,"Edmund, Burke"
u10000199,"William Johnson, Cory"
u100002,"Harold S., Barbour"
u1000020,"Justin H. (Justin Huntly), McCarthy"
u10000200,"William, Hogarth"
u10000201,"John, Trusler"
u10000202,"Abraham, Cahan"
u10000203,"Nathaniel, Hawthorne"
u10000204,"Ian, Hay"
u10000205,"James Montgomery, Flagg"
u10000206,"Joanna H. (Joanna Hooe), Mathews"
u10000207,"William, Macdonald"
u10000208,"Jacob, Stroyer"
u10000209,"James, Otis"
u1000021,"Allen, Johnson"
u10000210,"Samuel, Johnson"
u10000211,"Johann Wolfgang von, Goethe"
u10000212,"R. Dillon, Boylan"
u10000213,"W. Somerset (William Somerset), Maugham"
u10000214,"C. A. (Cyrus Augustus), Bartol"
u10000215,"Stephen Alexander, Hunter"
u10000216,"John, Evelyn"
u10000217,"V. T., Sherman"
u10000218,"Richard, Le Gallienne"
u10000219,"Charles Mills, Sheldon"
u1000022,"Frederic Austin, Ogg"
u10000221,"Anthony, Trollope"
u10000222,"Charles, Gore"
u10000223,"William Makepeace, Thackeray"
u10000224,"William, Penn"
u10000225,"Sarah Stuart, Robbins"
u10000226,"Alfred, Coppel"
u10000227,"Bob, Martin"
u10000228,"Hosea, Quinby"
u10000229,"Samuel, Briggs"
u1000023,"Ontario., Non"
u10000230,"Oliver, Onions"
u10000231,"Charles Dudley, Warner"
u10000232,"John A. (John Alexander), Joyce"
u10000233,"Lillian Elizabeth, Roy"
u10000234,"Jan, Matulka"
u10000235,"Parker, Fillmore"
u10000236,"Joseph Martin, Kronheim"
u10000237,"Sarah S. (Sarah Schoonmaker), Baker"
u10000239,"Worthington Chauncey, Ford"
u1000024,"Edward William, Thomson"
u10000240,"Henry, Neville"
u10000241,"C. J. S. (Charles John Samuel), Thompson"
u10000242,"John E. (John Eleazer), Remsburg"
u10000243,"Upton, Sinclair"
u10000244,"Arthur, Windham"
u10000245,"Walther, Rathenau"
u10000246,"P. S. (Percy Stafford), Allen"
u10000247,"Ralph Milne, Farley"
u10000248,"Charlotte M. (Charlotte Mary), Yonge"
u10000249,"Charles, Beaumont"
u1000025,"Charles W. (Charles William), Jefferys"
u10000250,"John James, Butler"
u10000251,"L. T., Meade"
u10000252,"Robert Montgomery, Bird"
u10000253,"A. H. (Arthur Henry), Bullen"
u10000254,"John S. C. (John Stevens Cabot), Abbott"
u10000255,"George Wharton, James"
u10000256,"George, MacDonald"
u10000257,"Arthur W., Marchmont"
u10000258,"Simon Harmon, Vedder"
u10000259,"Thomas D'Arcy, McGee"
u1000026,"Edwin Sidney, Hartland"
u10000260,"William Graham, Sumner"
u10000261,"Julian, Hawthorne"
u10000262,"Evan, Lloyd"
u10000263,"Raymond, Bentman"
u10000264,"Thomas Henry, Huxley"
u10000265,"Talbot, Mundy"
u10000266,"Witter, Bynner"
u10000267,"Arthur Davison, Ficke"
u10000268,"Emile, Gaboriau"
u10000269,"H. P. (Helena Petrovna), Blavatsky"
u1000027,"Mary J., Safford"
u10000270,"John, Forster"
u10000271,"Mayne, Reid"
u10000272,"J. (John), Kincaid"
u10000273,"Ellen, Langdon"
u10000274,"Henry Clifton, Lambert"
u10000275,"Roger, Langdon"
u10000276,"Thomas, Carlyle"
u10000277,"William George, Clark"
u10000279,"Ralph Barton, Perry"
u1000028,"Georg, Ebers"
u10000280,"Oscar, Wilde"
u10000281,"Charles Warren, Stoddard"
u10000282,"Major (John), Richardson"
u10000283,"Nikolaj, Velimirovi\u0107"
u10000284,"H. Rider (Henry Rider), Haggard"
u10000285,"J. M. (Joseph Mazzini), Wheeler"
u10000286,"Lester, Ralph"
u10000287,"Mark, Twain"
u10000288,"Charles A. (Charles Austin), Beard"
u10000289,"Holman, Day"
u1000029,"Anatole, France"
u10000290,"John Henry, Goldfrap"
u10000291,"Mrs. (Margaret), Oliphant"
u10000292,"Guy, Boothby"
u10000293,"Charles, Rau"
u10000294,"Sydney J., Van Scyoc"
u10000295,"Winston K., Marks"
u10000296,"Rudolph, Palais"
u10000297,"Gaston, Leroux"
u10000298,"Edgar, Jepson"
u10000299,"Frederick William, Peabody"
u100003,"David, Cory"
u1000030,"George Manville, Fenn"
u10000300,"Edward, Stratemeyer"
u10000301,"Sophie, May"
u10000302,"Charles R. (Charles Robert), Gibson"
u10000303,"Nora Kathleen, Hills"
u10000304,"A. (Auguste), Vimar"
u10000305,"Ralph Waldo, Emerson"
u10000306,"Uriah, Smith"
u10000308,"Artemus, Ward"
u10000309,"Henry C. (Henry Christopher), McCook"
u1000031,"Henry, Kingsley"
u10000310,"Edward, Hungerford"
u10000311,"Allan, Cunningham"
u10000312,"Robert, Burns"
u10000313,"Guy Wetmore, Carryl"
u10000314,"Peter, Newell"
u10000315,"Mary Elizabeth, Hall"
u10000316,"Henry S. (Henry Sheldon), Fitch"
u10000317,"Friedrich, Schiller"
u10000318,"Eleanor, Stredder"
u10000319,"J. Watson, Davis"
u1000032,"Ruth Plumly, Thompson"
u10000320,"Blanche, McManus"
u10000321,"M. F. (Milburg Francisco), Mansfield"
u10000322,"Julia Thompson von Stosch, Schayer"
u10000323,"Juliana Horatia Gatty, Ewing"
u10000324,"Mrs., Molesworth"
u10000325,"Harriet Beecher, Stowe"
u10000326,"Herbert W. (Herbert Winslow), Collingwood"
u10000327,"Ella Wheeler, Wilcox"
u10000328,"Thomas Nelson, Page"
u10000329,"Charlotte M., Brame"
u1000033,"John R. (John Rea), Neill"
u10000330,"Emily J., Jenkinson"
u10000331,"J. H. (Joseph Harvey), Ward"
u10000332,"H. S., Norrie"
u10000333,"Gabriel, Sundukyan"
u10000334,"F. B., Collins"
u10000335,"Robert, Arnot"
u10000336,"Roy J. (Roy Judson), Snell"
u10000337,"Max, Farrand"
u10000338,"Alberta M. (Alberta Moorhouse), Goudiss"
u10000339,"C. Houston (Charles Houston), Goudiss"
u1000034,"Nat, Gould"
u10000340,"Alexander, Maclaren"
u10000341,"W. W. (William Wymark), Jacobs"
u10000342,"O., Henry"
u10000343,"William, Combe"
u10000344,"L. J. (Lewis Jesse), Bridgman"
u10000345,"Mary Poague, Pringle"
u10000346,"Clara A., Urann"
u10000347,"G. Harvey (George Harvey), Ralphson"
u10000348,"S. P. (Sterner St. Paul), Meek"
