authorID,bookID
b500252,1614
b500253,548
b500254,548
b500255,39531
b500256,2505
b500256,2573
b500257,2802
b500258,26635
b500259,34770
b50026,24882
b500260,34770
b500261,34770
b500262,1928
b500263,1928
b500264,36314
b500265,3276
b500266,39496
b500266,46609
b500267,26941
b500268,12940
b500269,41753
b50027,18780
b500270,41110
b500271,41110
b500272,31674
b500273,25599
b500274,23605
b500275,25691
b500275,44115
b500276,36753
b500277,47824
b500278,17467
b500279,23653
b50028,39753
b500280,19896
b500281,6789
b500282,6789
b500283,42534
b500284,42948
b500285,24304
b500286,29971
b500287,28760
b500287,29431
b500287,29459
b500288,38350
b500288,38926
b500289,53771
b50029,39753
b500290,53771
b500291,38738
b500292,3807
b500293,41510
b500294,41014
b500295,31172
b500296,31172
b500297,7495
b500298,50999
b500299,19158
b5003,45160
b50030,45172
b500300,21534
b500301,40050
b500302,51564
b500303,26108
b500303,51564
b500304,33774
b500305,33774
b500306,42622
b500307,42622
b500308,41846
b500309,22414
b50031,35299
b500310,16322
b500311,42526
b500312,26334
b500313,13811
b500314,6704
b500315,22087
b500315,38733
b500316,15022
b500317,15022
b500318,15022
b500319,20059
b50032,23193
b50032,28033
b500320,8645
b500321,30636
b500322,4315
b500323,16089
b500324,16089
b500325,29801
b500326,45746
b500327,16282
b500328,16282
b500329,9853
b50033,23193
b500330,11911
b500331,491
b500332,37447
b500333,5300
b500334,32761
b500335,32761
b500336,38619
b500337,38619
b500338,46821
b500339,9548
b50034,22112
b500340,7921
b500341,45491
b500342,21050
b500343,21676
b500344,5334
b500345,37873
b500346,48146
b500347,38497
b500348,31528
b500349,8160
b50035,22112
b500350,53717
b500350,7071
b500351,27654
b500352,39665
b500353,39665
b500354,29185
b500355,29143
b500356,26672
b500357,26672
b500358,26672
b500359,12971
b50036,26837
b500360,16613
b500361,4033
b500362,17532
b500363,29257
b500364,15385
b500365,15385
b500366,38307
b500366,38314
b500367,38283
b500368,19902
b500369,19902
b50037,44320
b500370,37332
b500371,37332
b500372,30931
b500373,42077
b500373,44503
b500374,24842
b500375,11765
b500376,19928
b500377,46288
b500378,28074
b500379,16900
b50038,41610
b500380,29431
b500381,2936
b500382,9211
b500382,9238
b500383,46830
b500384,46830
b500385,22350
b500386,41894
b500387,17450
b500388,51136
b500389,776
b50039,5043
b500390,8846
b500391,15138
b500392,15138
b500393,26744
b500394,16889
b500395,16544
b500396,16544
b500397,10939
b500398,10939
b500399,31361
b5004,41491
b50040,13014
b500400,44404
b500401,35133
b500402,7369
b500403,41462
b500404,32642
b500405,9791
b500406,499
b500407,53717
b500408,25693
b500409,36046
b500409,44503
b50041,13014
b500410,36046
b500411,21324
b500412,14679
b500413,51437
b500414,4086
b500415,31686
b500416,22560
b500416,31686
b500417,44767
b500418,1745
b500419,1745
b50042,40386
b500420,36580
b500421,22902
b500422,35662
b500423,51308
b500424,43214
b500425,39965
b500426,39965
b500427,39965
b500428,21627
b500429,13312
b50043,4309
b500430,23603
b500431,41932
b500432,832
b500433,45907
b500434,35452
b500435,35452
b500436,46098
b500437,46098
b500438,15727
b500439,15727
b50044,33514
b500440,4316
b500441,45747
b500442,25920
b500443,25920
b500444,16073
b500445,16073
b500446,31098
b500447,24705
b500448,11923
b500449,49595
b50045,20361
b500450,30651
b500451,3843
b500452,23429
b500453,23429
b500454,14127
b500455,22804
b500456,21280
b500457,5588
b500458,16440
b500459,48709
b50046,2073
b50046,45896
b500460,48709
b500461,37510
b500462,28760
b500463,38525
b500464,44588
b500465,2382
b500466,17183
b500467,36595
b500468,17620
b500469,17620
b50047,40290
b500470,41135
b500471,23395
b500472,23395
b500473,18730
b500474,294
b500475,18555
b500475,3378
b500476,22560
b500477,23058
b500478,23058
b500479,14528
b50048,51053
b500480,14528
b500481,14895
b500482,38733
b500483,29650
b500484,29650
b500485,14300
b500486,16299
b500487,16299
b500488,29263
b500489,29263
b50049,51053
b500490,20452
b500491,20452
b500491,38511
b500492,45606
b500493,45606
b500494,19017
b500495,39176
b500496,12471
b500497,3240
b500498,35749
b500499,35749
b5005,29472
b50050,42644
b500500,12755
b500501,22091
b500502,16976
b500503,7062
b500504,20804
b500505,20804
b500506,45092
b500507,31993
b500508,31993
b500509,19340
b50051,42644
b50051,42948
b500510,31874
b500511,31570
b500512,11180
b500513,11180
b500514,7348
b500515,30198
b500516,11283
b500517,19479
b500518,19479
b500519,38511
b50052,1782
b50052,1795
b500520,38511
b500521,38511
b500522,38511
b500523,38511
b500524,19833
b500525,19833
b500526,2588
b500527,2588
b500528,2588
b500529,2588
b50053,22422
b500530,2588
b500531,2588
b500532,20710
b500533,20710
b500534,43663
b500535,43663
b500536,11226
b500537,34830
b500538,42410
b500539,35622
b50054,27306
b500540,35622
b500541,35449
b500542,35449
b500543,35449
b500544,35449
b500545,35449
b500546,35449
b500547,34889
b500548,33291
b500549,33291
b50055,40361
b500550,36710
b50056,32247
b50057,13878
b50058,10980
b50059,10980
b5006,33398
b5006,41393
b50060,10980
b50061,10980
b50062,7777
b50063,21363
b50064,21363
b50065,1884
b50066,1810
b50066,1884
b50067,14085
b50068,12272
b50069,12272
b5007,33398
b50070,12245
b50070,14706
b50071,34816
b50072,5262
b50073,35654
b50074,31391
b50075,363
b50076,52072
b50077,21747
b50077,24617
b50078,24617
b50079,36752
b5008,19291
b50080,27977
b50081,5256
b50082,3136
b50082,5820
b50083,5820
b50083,8481
b50084,3833
b50085,10833
b50086,10833
b50087,34995
b50088,34995
b50089,17851
b5009,10542
b50090,41666
b50091,51608
b50092,18399
b50093,18399
b50094,26595
b50095,44379
b50096,43386
b50097,27926
b50098,43672
b50099,39395
b50099,43672
c10001,15294
c100010,32341
c1000100,1909
c1000101,24108
c1000101,5275
c1000101,7241
c1000101,7543
c1000102,18592
c1000102,18593
c1000103,14395
c1000104,5922
c1000104,5933
c1000104,8791
c1000104,8793
c1000105,8791
c1000105,8793
c1000106,8791
c1000106,8793
c1000107,5012
c1000108,46517
c1000109,26134
c100011,38208
c1000110,20628
c1000111,19193
c1000112,33372
c1000113,24821
c1000114,34219
c1000115,34219
c1000116,44923
c1000117,36935
c1000118,16463
c1000119,16463
c100012,38208
c1000120,15534
c1000121,28340
c1000122,291
c1000123,19981
c1000124,50971
c1000125,17842
c1000126,19142
c1000127,11666
c1000128,11111
c1000128,21270
c1000129,15301
c100013,9205
c100013,9219
c1000130,6851
c1000131,3904
c1000132,10093
c1000132,9057
c1000133,6824
c1000133,7435
c1000134,2101
c1000134,46608
c1000135,15538
c1000136,787
c1000137,46186
c1000138,35221
c1000139,36581
c100014,36966
c1000140,36581
c1000141,1351
c1000142,3759
c1000143,3759
c1000144,3759
c1000145,26842
c1000146,16094
c1000147,16330
c1000148,37423
c1000149,39743
c100015,36966
c1000150,41934
c1000151,19979
c1000152,19979
c1000153,5422
c1000154,3682
c1000154,5356
c1000155,46212
c1000156,36004
c1000157,38130
c1000158,43491
c1000159,6692
c100016,9565
c1000160,6692
c1000161,5455
c1000161,5544
c1000162,5544
c1000163,52515
c1000164,52515
c1000165,1371
c1000166,50844
c1000167,50844
c1000168,41972
c1000169,24506
c100017,24014
c1000170,25478
c1000171,35529
c1000172,21539
c1000173,33125
c1000174,33125
c1000175,2098
c1000175,37320
c1000176,2586
c1000177,13330
c1000178,41832
c1000179,16505
c100018,35996
c1000180,17650
c1000181,17650
c1000182,2736
c1000183,18625
c1000184,18625
c1000185,30329
c1000186,4924
c1000187,35330
c1000188,21469
c1000189,3118
c100019,31350
c1000190,11900
c1000191,47887
c1000192,829
c1000193,17833
c1000194,17833
c1000195,17804
c1000196,17804
c1000197,17804
c1000198,13412
c1000199,13412
c1000199,5721
c10002,1821
c10002,1824
c100020,47674
c1000200,24205
c1000201,3838
c1000202,3543
c1000203,11733
c1000204,30861
c1000205,28256
c1000206,34706
c1000207,33922
c1000208,24679
c1000209,30927
c100021,10925
c1000210,30315
c1000211,15268
c1000212,15268
c1000213,15268
c1000214,15268
c1000215,15268
c1000216,15268
c1000217,15268
c1000218,15268
c1000219,15268
c100022,24821
c100022,34143
c100022,34245
c1000220,15268
c1000221,15268
c1000222,38039
c1000223,15542
c1000224,15542
c1000225,26950
c1000226,23470
c1000227,41921
c1000228,41921
c1000229,28670
c100023,41339
c1000230,28670
c1000231,32452
c1000232,13105
c1000233,13105
c1000234,13105
c1000235,13105
c1000236,43090
c1000237,53716
c1000238,53716
c1000239,53716
c100024,44663
c100024,44798
c100024,44802
c1000240,7556
c1000240,8527
c1000241,8527
c1000242,11632
c1000243,4486
c1000244,19247
c1000244,53306
c1000245,38223
c1000246,38223
c1000247,46652
c1000248,46652
c1000249,41461
c100025,44802
c1000250,38857
c1000251,12658
c1000252,5922
c1000252,5933
c1000253,5922
c1000253,5933
c1000254,3346
c1000255,24621
c1000256,24716
c1000257,19481
c1000258,44340
c1000259,44340
c100026,35274
c1000260,44340
c1000261,6354
c1000262,5046
c1000263,29666
c1000264,36364
c1000265,7227
c1000266,42954
c1000267,42954
c1000268,38617
c1000269,38617
c100027,35274
c1000270,1771
c1000270,2238
c1000271,43462
c1000272,43462
c1000273,20433
c1000274,6808
c1000275,5342
c1000276,42365
c1000277,27279
c1000278,1294
c1000279,1294
c100028,33180
c1000280,34721
c1000280,40487
c1000281,40487
c1000282,40210
c1000283,38382
c1000284,9294
c1000285,33638
c1000286,45162
c1000287,1323
c1000288,22569
c1000289,46399
c100029,33180
c1000290,12124
c1000291,15211
c1000292,18266
c1000293,4670
c1000294,36057
c1000295,34534
c1000295,6172
c1000296,6622
c1000297,11414
c1000298,36636
c1000299,34721
c10003,28006
c100030,36067
c1000300,30648
c1000301,12828
c1000302,40060
c1000303,40060
c1000304,28012
c1000305,13843
c1000306,13843
c1000307,13843
c1000308,13843
c1000309,44621
c100031,10449
c1000310,20423
c1000311,24108
c1000312,24108
c1000313,4798
c1000314,4798
c1000315,33088
c1000316,11858
c1000317,40402
c1000318,28323
c1000319,20119
c100032,51037
c1000320,46390
c1000321,5
c1000322,6385
c1000323,42949
c1000324,42949
c1000325,45530
c1000326,23057
c1000327,34365
c1000327,41433
c1000328,41433
c1000329,400
c100033,51037
c1000330,1717
c1000331,38724
c1000332,38724
c1000333,10432
c1000334,4630
c1000335,12778
c1000336,42484
c1000337,42484
c1000338,42484
c1000339,13983
c100034,23420
c1000340,13983
c1000341,15938
c1000342,16695
c1000343,28062
c1000344,28062
c1000345,7543
c1000345,7556
c1000346,10770
c1000347,10770
c1000348,10770
c1000349,10770
c100035,25776
c1000350,10770
c1000351,29103
c1000352,29103
c1000353,28481
c1000354,16734
c1000355,23516
c1000356,24682
c1000357,3854
c1000358,21399
c1000359,283
c100036,495
c1000360,10809
c1000361,18188
c1000362,18188
c1000363,18188
c1000364,36923
c1000365,16895
c1000366,39070
c1000367,22387
c1000367,2458
c1000368,22387
c1000369,46057
c100037,46788
c1000370,7307
c1000371,4686
c1000372,4686
c1000373,27629
c1000374,18571
c1000375,18571
c1000376,13130
c1000377,46344
c1000378,23364
c1000379,18729
c100038,314
c1000380,50736
c1000381,50736
c1000382,9854
c1000383,36523
c1000384,36523
c1000385,6895
c1000386,29658
c1000387,50275
c1000388,13493
c1000389,44798
c100039,3025
c1000390,44798
c1000391,44798
c1000392,44798
c1000393,28665
c1000394,27333
c1000395,39387
c1000396,39387
c1000397,41712
c1000398,2458
c1000399,9988
c10004,44290
c100040,4644
c1000400,37829
c1000401,37829
c1000402,30184
c1000403,19037
c1000404,19037
c1000405,47115
c1000406,47115
c1000407,7498
c1000408,25118
c1000409,27077
c100041,27101
c1000410,27077
c1000411,1254
c1000412,1254
c1000413,1254
c1000414,32730
c1000415,22512
c1000416,1039
c1000417,14761
c1000418,13775
c1000419,35504
c100042,39641
c1000420,35504
c1000421,22053
c1000422,22053
c1000423,34567
c1000423,34826
c1000424,34826
c1000425,44645
c1000426,16614
c1000427,39850
c1000428,39850
c1000429,39850
c100043,39641
c1000430,7464
c1000431,5721
c1000432,36045
c1000433,34302
c1000434,36298
c1000435,36298
c1000436,25467
c1000436,28819
c1000436,38771
c1000436,43136
c1000437,11866
c1000438,37948
c1000439,41276
c100044,38785
c1000440,6202
c1000441,38023
c1000442,33662
c1000443,34567
c1000444,44616
c1000445,40640
c1000446,40640
c1000447,46356
c1000448,46356
c1000449,5831
c100045,44581
c1000450,5831
c1000451,25467
c1000452,25467
c1000453,25467
c1000454,32332
c1000455,34186
c1000456,12759
c1000456,18007
c1000457,18007
c1000458,3989
c1000459,41866
c100046,40718
c1000460,35697
c1000461,5167
c1000462,15278
c1000463,27682
c1000464,4204
c1000465,11015
c1000466,33988
c1000467,20374
c1000467,30036
c1000468,32680
c1000469,32680
c100047,40718
c1000470,9842
c1000471,17815
c1000472,26861
c1000473,13405
c1000474,31608
c1000475,29685
c1000476,6888
c1000477,38470
c1000478,38470
c1000479,26132
c100048,40718
c1000480,49588
c1000481,43985
c1000482,43985
c1000483,27704
c1000484,13347
c1000485,22806
c1000486,22883
c1000487,14628
c1000488,14628
c1000489,29131
c100049,40718
c1000490,29131
c1000491,16343
c1000492,19557
c1000493,435
c1000494,12759
c1000495,16530
c1000496,16530
c1000497,16530
c1000498,13497
c1000499,45349
c10005,36254
c100050,40718
c1000500,43150
c1000501,20826
c1000502,29241
c1000503,39755
c1000504,39755
c1000505,39755
c1000506,14715
c1000507,8883
c1000508,24613
c1000509,34025
c100051,40718
c1000510,36602
c1000511,36602
c1000512,12747
c1000513,22961
c1000514,44147
c1000515,44147
c1000516,44644
c1000517,4753
c1000518,4753
c1000519,2469
c100052,40718
c1000520,2469
c1000521,2469
c1000522,46376
c1000523,31507
c1000524,1711
c1000525,15360
c1000526,2768
c1000527,39973
c1000528,29609
c1000529,16805
c100053,40718
c1000530,34172
c1000531,5455
c1000532,44924
c1000533,44924
c1000534,7643
c1000535,26172
c1000536,21419
c1000537,45422
c1000538,45422
c1000539,30634
c100054,40718
c1000540,30634
c1000541,10583
c1000542,10583
c1000543,30765
c1000544,17511
c1000545,34365
c1000546,35696
c1000547,40581
c1000548,55006
c1000549,11601
c100055,40718
c1000550,10499
c1000551,19983
c1000552,41702
c1000553,16432
c1000554,16432
c1000555,18431
c1000555,9194
c1000556,15488
c1000557,25571
c1000558,7213
c1000559,12945
c100056,40718
c1000560,28524
c1000561,4081
c1000562,34781
c1000563,34781
c1000564,779
c1000565,779
c1000566,22638
c1000567,20247
c1000568,43967
c1000569,12600
c100057,40718
c1000570,29232
c1000571,45450
c1000572,45450
c1000573,18778
c1000574,47900
c1000575,24816
c1000576,38131
c1000577,7241
c1000578,7241
c1000579,2873
c100058,40718
c1000580,19667
c1000581,46436
c1000582,40240
c1000583,42216
c1000584,16074
c1000585,43545
c1000586,266
c1000587,266
c1000588,42250
c100059,40718
c100059,46122
c10006,45281
c100060,40718
c100061,40718
c100062,40718
c100063,40718
c100064,40718
c100065,40718
c100066,40718
c100067,40718
c100068,40718
c100069,40718
c10007,13568
c100070,40718
c100071,53847
c100072,53847
c100073,25468
c100073,29103
c100074,25468
c100075,20535
c100076,913
c100077,913
c100078,913
c100079,22653
c100079,24095
c10008,31049
c100080,12747
c100080,18328
c100081,4842
c100081,4899
c100082,40233
c100083,18670
c100084,18670
c100085,10136
c100086,919
c100086,991
c100087,919
c100087,991
c100088,9482
c100089,9482
c10009,32341
c10009,8577
c100090,9482
c100091,4526
c100092,46949
c100093,46636
c100094,12062
c100095,55296
c100096,21775
c100097,21775
c100098,11059
c100099,42196
d15001,14662
d150010,22672
d1500100,4362
d1500101,15190
d1500102,20052
d1500103,20052
d1500104,21550
d1500105,42548
d1500106,42548
d1500107,8699
d1500108,4705
d1500109,23328
d150011,11125
d1500110,3095
d1500111,4902
d1500112,26008
d1500113,46300
d1500114,46300
d1500115,46127
d1500116,38311
d1500117,29876
d1500118,46855
d1500119,46855
d150012,24597
d1500120,36209
d1500121,36209
d1500122,55104
d1500123,16556
d1500124,1565
d1500124,7625
d1500124,9768
d1500125,35050
d1500126,46377
d1500127,15697
d1500127,1926
d1500127,7881
d1500127,9251
d1500128,17636
d1500129,24308
d150013,19924
d1500130,31589
d1500131,200
d1500132,20122
d1500133,19486
d1500134,16349
d1500135,16349
d1500136,28770
d1500136,28817
d1500137,28770
d1500137,28817
d1500138,6195
d1500138,6274
d1500139,17091
d150014,10434
d150014,9845
d1500140,35883
d1500141,35883
d1500142,23739
d1500143,23739
d1500144,27978
d1500145,27978
d1500146,2642
d1500147,43422
d1500148,11620
d1500149,45730
d150015,45900
d1500150,45730
d1500151,31945
d1500152,31945
d1500153,31945
d1500154,26045
d1500155,26412
d1500156,19084
d1500157,35763
d1500158,1969
d1500158,45554
d1500158,8123
d1500159,32451
d150016,27559
d1500160,32451
d1500161,32451
d1500162,11297
d1500163,38198
d1500164,47354
