authorID,bookID
A305,5049
A306,505
A307,5050
A308,50500
A309,50500
A310,5051
A311,5052
A312,50520
A313,4970
A313,5053
A314,4970
A314,5053
A315,50535
A316,50536
A317,5055
A317,5056
A317,5057
A317,5058
A317,5059
A317,5060
A318,50551
A319,50553
A320,50553
A321,50556
A322,50561
A323,50566
A324,50577
A325,50577
A326,50596
A327,506
A328,5061
A329,5061
A330,5064
A331,5065
A332,5066
A333,5066
A334,5066
A335,5066
A336,5066
A337,5066
A338,5066
A339,5066
A340,5066
A341,5066
A342,5066
A343,5066
A344,50662
A345,50663
A346,5067
A347,50676
A348,507
A349,50701
A350,50701
A351,50702
A352,50702
A353,50713
A354,50715
A355,50723
A356,50730
A357,50734
A358,50739
A359,5074
A360,5077
A361,4966
A361,5077
A362,50772
A363,49651
A364,49651
A365,49657
A365,49658
A365,49694
A366,49662
A367,49665
A368,49671
A369,49686
A370,49693
A370,49762
A371,4971
A372,4972
A372,4973
A373,49727
A374,49739
A374,49830
A375,4974
A376,4975
A377,49754
A378,49754
A379,49757
A380,4976
A381,49762
A382,49767
A383,49767
A384,49779
A385,49779
A386,4978
A387,4978
A388,49787
A389,498
A390,49809
A391,4981
A392,4982
A393,4983
A394,4985
A395,49856
A396,4986
A397,4987
A397,4988
A398,49870
A399,4989
A400,49898
A401,49899
A402,499
A403,4990
A404,49906
A405,4991
A406,49917
A407,49917
A408,4992
A409,4993
A410,49935
A411,4994
A412,4995
A412,5002
A412,5003
A413,49957
A414,49957
A415,4996
A416,49967
A417,4997
A418,49976
A419,49991
A420,49991
A421,5
A422,50
A423,500
A424,500
A425,50008
A426,50008
A427,5001
A428,5001
A429,50012
A430,5004
A431,50040
A432,50040
A433,5005
A434,5006
A435,50064
BauthorID,bookID
B1,53974
B2,53976
B3,5356
B3,5357
B3,5358
B3,5359
B3,5360
B3,5361
B3,5362
B3,5363
B3,5364
B3,5365
B3,5366
B3,5367
B3,5368
B3,5369
B3,5370
B3,5371
B3,5372
B3,5398
B3,5399
B3,5400
B4,519
B4,520
B4,52176
B4,5312
B4,54
B5,540
B6,5401
B7,5402
B8,5403
B9,5404
B10,5233
B10,5405
B11,5406
B12,5407
B13,54072
B14,5332
B14,5408
B15,5409
B15,5410
B15,5411
B15,5412
B15,5413
B15,5414
B15,5415
B15,5416
B16,5353
B16,5354
B16,5355
B16,5409
B16,5410
B16,5411
B16,5412
B16,5413
B16,5414
B16,5415
B16,5416
B17,541
B18,54134
B19,52017
B19,528
B19,530
B19,5348
B19,5417
B19,54195
B19,54350
B20,54177
B21,5269
B21,5309
B21,5320
B21,5418
B21,5433
B21,5437
B22,54197
B23,54199
B24,542
B25,5420
B26,5421
B27,54214
B28,54214
B29,5422
B30,54222
B31,54236
B31,54272
B32,54236
B32,54272
B33,54239
B34,5425
B35,54254
B36,5426
B37,5427
B38,54271
B39,5428
B40,54289
B41,5429
B41,5430
B42,54292
B43,543
B44,5324
B44,54304
B45,54309
B46,5431
B47,5431
B48,5431
B49,5431
B50,5431
B51,5431
B52,54314
B53,54315
B54,54319
B55,54320
B56,54322
B57,54324
B57,54327
B57,54328
B58,54326
B59,54331
B60,54335
B61,54336
B62,54337
B63,5434
B64,5435
B65,54351
B66,54370
B67,52844
B67,53045
B67,53048
B67,53059
B67,53102
B67,53132
B68,53048
B69,51653
B69,52110
B69,53049
B70,53059
B71,53059
B72,5306
B73,5307
B74,5307
B75,5307
B76,53074
B77,53075
B78,5308
B79,51494
B79,51499
B79,51588
B79,51650
B79,53089
B80,51615
B80,53089
B81,53093
B82,53096
B83,5165
B83,53097
B84,531
B85,5310
B86,53102
B87,51984
B87,5311
B88,5312
B89,5156
B89,5251
B89,5274
B89,5313
B90,52995
B90,53132
B91,51509
B91,52844
B91,52855
B91,53132
B92,53133
B93,53133
B94,53134
B95,5153
B95,5194
B95,5241
B95,5315
B96,53155
B97,5317
B97,537
B98,53175
B99,5319
B100,53193
B101,532
B101,533
B102,53200
B103,5321
B104,5321
B105,52683
B105,53214
B106,52404
B106,52842
B106,53249
B106,53289
B107,53249
B108,5327
B109,5327
B110,53270
B111,53270
B112,5328
B113,53289
B114,53306
B115,53312
B116,5232
B116,5333
B117,5334
B118,53348
B119,53348
B120,5264
B120,5271
B120,5335
B121,5336
B122,5336
B123,5336
B124,5336
B125,5336
B126,53366
B127,5337
B128,53370
B129,53378
B130,53378
B131,5340
B131,5341
B131,5342
B131,5343
B132,53402
B133,51916
B133,53402
B134,53414
B135,53416
B136,52189
B136,52739
B136,53424
B137,5344
B137,5345
B137,5346
B138,53446
B139,53465
B140,53468
B141,53468
B142,5347
B143,5349
B144,5272
B144,535
B144,536
B145,535
B146,5350
B147,53500
B148,5351
B149,5352
B150,53544
B151,53548
B152,53551
B153,53576
B154,53581
B155,53604
B156,53606
B157,53606
B158,53606
B159,5256
B159,53606
B160,53606
B161,53617
B162,53641
B163,53641
B164,53648
B165,53673
B166,53676
B167,53684
B168,53700
B168,53717
B169,53711
B170,53711
B171,53716
B172,53716
B173,53716
B174,53717
B175,5242
B175,5243
B175,5244
B175,5245
B176,52437
B177,52438
B178,52438
B179,52449
B179,52458
B179,52460
B180,52454
B181,5246
B182,5247
B183,5248
B184,52498
B185,525
B185,526
B185,527
B186,52515
B187,52515
B188,5252
B189,5253
B190,52531
B191,5254
B192,5255
B193,52552
B194,52557
B195,52559
B196,52560
B197,52560
B198,5257
B199,52574
B200,52068
B200,5259
B201,52590
B202,5150
B202,5151
B202,5163
B202,5261
B202,5270
B203,52610
B204,5262
B205,5263
B206,52636
B207,52636
B208,52636
B209,5265
B210,52657
B211,52661
B212,52668
B213,5267
B214,52670
B215,52674
B216,52674
B217,52674
B218,52674
B219,5268
B220,52695
B221,52695
B222,52696
B223,5272
B224,5273
B225,5275
B225,5276
B225,5277
B225,5278
B225,5279
B225,5280
B225,5281
B225,5282
B225,5283
B225,5284
B225,5285
B225,5286
B225,5287
B225,5288
B225,5289
B225,5290
B225,5291
B225,5292
B225,5293
B225,5294
B225,5295
B225,5296
B225,5297
B225,5298
B225,5299
B225,5300
B226,52755
B227,52769
B228,52769
B229,52769
B230,52776
B230,52784
B230,52805
B230,52844
B230,52845
B231,51549
B231,52776
B232,52784
B233,52804
B234,52805
B235,52819
B236,52840
B237,52842
B238,52845
B239,51518
B239,51603
B239,52845
B239,52855
B240,52854
B241,52868
B242,529
B243,52903
B244,52920
B245,52920
B246,52945
B247,52946
B248,52949
B249,52951
B250,52978
B251,52979
B252,52995
B253,53
B254,53
B255,53005
B256,53006
B257,5301
B258,53015
B259,53015
B260,53016
B260,53035
B261,5302
B261,5303
B261,5304
B262,53032
B263,53034
B264,53045
B265,51844
B266,51844
B267,51570
B267,51844
B267,51868
B268,51848
B269,51848
B270,51849
B271,51849
B272,5185
B272,5186
B273,5185
B273,5186
B274,51509
B274,51574
B274,51623
B274,51852
B275,51852
B276,51866
B277,51868
B278,5187
B279,51909
B279,51911
B279,51912
B279,51914
B280,5191
B281,51910
B282,51913
B282,51917
B282,51920
B282,51925
B283,51915
B284,51915
B285,51916
B286,51918
B287,51920
B288,51921
B289,51923
B290,5193
B291,5193
B292,51932
B293,51942
B294,51942
B295,5195
B296,51958
B297,5196
B298,5197
B299,51979
B300,51979
B301,5198
B301,5203
B301,5208
B301,5209
B301,5210
B301,5217
B302,5199
B303,51990
B304,5200
B305,5200
B306,52009
B307,52010
B308,5202
B308,5231
B309,5204
B310,5205
B311,52055
B312,5207
B313,52072
B314,521
B315,52101
B316,5211
B317,52113
B318,52126
B319,52130
B319,52143
B320,52130
B320,52143
B321,52167
B321,52326
B322,52176
B323,5218
B323,5219
B323,5220
B323,5221
B323,5222
B323,5223
B323,5224
B323,5225
B324,5218
B324,5219
B324,5220
B324,5221
B324,5222
B324,5223
B324,5224
B324,5225
B325,52180
B326,52180
B327,522
B327,523
B328,52211
B329,52216
B330,52225
B331,52225
B332,52225
B333,52242
B334,52244
B335,52246
B336,52257
B337,5226
B338,5226
B339,5227
B340,5228
B341,5229
B342,5230
B342,524
B343,52302
B344,5234
B344,5235
B344,5236
B344,5237
B344,5238
B344,5239
B344,5240
B345,5234
B345,5235
B345,5236
B345,5237
B345,5238
B345,5239
B345,5240
B346,52342
B346,52343
B347,52342
B347,52343
B348,52355
B349,52371
B350,52390
B351,52390
B352,52404
B353,52411
B354,51494
B355,51498
B356,51498
B356,51622
B357,51499
B357,51623
B358,515
B359,51518
B360,5152
B361,51523
B362,51531
B363,51533
B364,51534
B365,51534
B366,51537
B367,51537
B368,51537
B369,51538
B369,51608
B370,51539
B371,51545
B372,51546
B373,5155
B374,51550
B375,51552
B376,51559
B377,51563
B377,51564
B377,51565
B377,51566
B378,51563
B379,51564
B379,51565
B380,51566
B381,5157
B382,51570
B383,51571
B384,51574
B385,51578
B386,51579
B387,51579
B388,51588
B389,51589
B390,51596
B390,51603
B391,51600
B392,51600
B393,51609
B394,51609
B395,51609
B396,5161
B397,51610
B398,51611
B399,51615
B400,51616
B401,51616
B402,5162
B403,51622
B404,5164
B405,51641
B406,51650
B407,51650
B408,51653
CauthorID,bookID
C1,56654
C1,5744
C2,56654
C2,5744
C3,5666
C3,5667
C3,5668
C4,56683
C5,56683
C6,56685
C7,5669
C8,56691
C9,56692
C10,56692
C11,56693
C12,56698
C13,56699
C14,56699
C15,567
C15,568
C15,569
C16,5670
C17,56700
C18,5672
C19,54608
C19,54621
C19,54660
C19,55098
C19,5623
C19,5673
C19,5674
C20,5675
C21,5676
C22,5677
C23,5678
C23,5679
C23,5680
C24,5637
C24,5682
C24,5683
C24,5684
C25,5682
C25,5683
C25,5684
C26,56838
C27,56838
C28,5685
C29,5686
C30,5688
C30,5689
C30,5690
C30,5691
C30,5692
C30,5693
C31,54488
C31,54824
C31,56880
C32,5695
C33,5696
C34,5697
C35,56976
C36,56976
C37,54434
C37,5604
C37,5698
C37,5722
C37,5723
C38,5699
C38,5703
C39,570
C40,5700
C40,5708
C41,55359
C41,57008
C42,5701
C42,5727
C43,5702
C44,57036
C45,57036
C46,57036
C47,5704
C48,57041
C49,5705
C50,5706
C51,5707
C52,55100
C52,5642
C52,5709
C53,571
C54,5710
C55,5620
C55,5712
C56,5713
C57,5715
C58,5716
C59,5716
C60,5717
C61,5719
C62,5720
C63,5721
C63,5741
C64,5721
C65,5726
C66,5728
C67,5728
C68,5728
C69,5728
C70,5729
C71,573
C72,573
C73,5730
C74,5631
C74,5731
C75,5617
C75,5732
C76,5734
C77,5735
C77,5738
C78,5736
C79,5737
C80,574
C81,55024
C81,5741
C82,5741
C83,5741
C84,5742
C85,5745
C86,5439
C86,5440
C86,5441
C86,5442
C86,5443
C86,5444
C86,5445
C86,5446
C86,5447
C86,5448
C86,5449
C86,5450
C86,5451
C86,5452
C86,5453
C86,5454
C86,5455
C86,5456
C86,5457
C86,5458
C86,5459
C86,5460
C86,5461
C86,5462
C86,5463
C86,5464
C86,5465
C86,5466
C86,5467
C86,5468
C86,5469
C86,5470
C86,5471
C86,5472
C86,5473
C86,5474
C86,5475
C86,5476
C86,5477
C86,5478
C86,5479
C86,5480
C86,5481
C86,5483
C86,5484
C86,5485
C86,5486
C86,5487
C86,5488
C86,5489
C86,5490
C86,5491
C86,5492
C86,5493
C86,5494
C86,5495
C86,5496
C86,5497
C86,5498
C86,5499
C86,5501
C86,5502
C86,5503
C86,5504
C86,5505
C86,5506
C86,5507
C86,5508
C86,5509
C86,5510
C86,5511
C86,5512
C86,5513
C86,5514
C86,5515
C86,5516
C86,5517
C86,5518
C86,5519
C86,5520
C86,5521
C86,5522
C86,5523
C86,5524
C86,5525
C86,5526
C86,5527
C86,5528
C86,5529
C86,5530
C86,5531
C86,5532
C86,5533
C86,5534
C86,5535
C86,5536
C86,5537
C86,5538
C86,5539
C86,5540
C86,5541
C86,5542
C86,5543
C86,5544
C86,5545
C86,5546
C86,5547
C86,5548
C86,5549
C86,5550
C86,5551
C86,5552
C86,5553
C86,5554
C86,5555
C86,5556
C86,5557
C86,5558
C86,5559
C86,5560
C86,5561
C86,5562
C86,5563
C86,5564
C86,5565
C86,5566
C86,5567
C86,5568
C86,5569
C86,5570
C86,5571
C86,5572
C86,5573
C86,5574
C86,5575
C86,5576
C86,5577
C86,5578
C86,5579
C86,5580
C86,5581
C86,5582
C86,5583
C86,5584
C86,5585
C86,5586
C86,5587
C86,5588
C86,5589
C86,5590
C86,5591
C86,5592
C86,5593
C86,5594
C86,5595
C86,5596
C86,5597
C86,5598
C86,5599
C86,5600
C87,5467
C87,5468
C87,5469
C87,5470
C87,5471
C87,5472
C87,5473
C87,5474
C87,5475
C87,5476
C87,5477
C87,5478
C87,5479
C87,5480
C87,5481
C87,5508
C87,5509
C87,5510
C87,5511
C87,5512
C87,5513
C87,5514
C87,5515
C87,5516
C87,5543
C87,5544
C87,5545
C87,5546
C87,5547
C87,5548
C87,5549
C87,5550
C87,5551
C87,5561
C87,5562
C87,5563
C87,5564
C87,5565
C87,5566
C87,5567
C87,5568
C87,5569
C87,5570
C87,5571
C87,5572
C87,5573
C87,5574
C87,5575
C87,5576
C87,5577
C87,5578
C87,5579
C87,5580
C87,5581
C87,5582
C87,5583
C87,5584
C87,5585
C87,5586
C87,5587
C87,5588
C87,5592
C87,5593
C87,5594
C87,5595
C87,5596
C87,5597
C87,5598
C87,5599
C88,55635
C89,55645
C90,55645
C91,55663
C92,55663
C93,55693
C93,55694
C94,55696
C95,55696
C96,556
C96,557
C97,55723
C97,55832
C98,55732
C99,55102
C99,55312
C99,55417
C99,55748
C99,55782
C99,56230
C100,55799
C101,55799
C102,558
C102,559
C102,560
C103,53765
C103,55806
C103,55851
C103,56073
C103,56079
C103,56085
C104,53765
C104,55806
C104,55851
C104,56073
C104,56079
C104,56085
C105,55814
C106,55815
C106,55826
C107,55815
C107,55826
C107,55830
C108,55837
C109,55837
C110,55907
C111,56
C112,5602
C113,56021
C114,56023
C115,56029
C116,5603
C117,5603
C118,5605
C119,5605
C120,5606
C121,56061
C122,56073
C123,5608
C124,5609
C125,561
C126,5610
C127,56101
C128,56106
C129,5614
C130,5614
C131,56144
C132,56144
C133,5615
C134,5616
C135,56162
C136,56162
C137,56162
C138,562
C139,56206
C140,56206
C141,56209
C142,5622
C143,5624
C144,5625
C145,5626
C146,56277
C147,5628
C148,5629
C149,563
C150,5630
C151,5632
C152,5633
C153,55199
C153,56347
C154,56354
C155,5636
C156,5637
C157,5637
C158,5637
C159,5637
C160,5637
C161,5637
C162,5638
C163,5639
C164,564
C165,56407
C166,5643
C167,5645
C168,56453
C169,5439
C169,5440
C169,5441
C169,5442
C169,5443
C169,5444
C169,5445
C169,5446
C169,5447
C169,5448
C169,5449
C169,5461
C169,5462
C169,5463
C169,5464
C169,5465
C169,5466
C169,5483
C169,5484
C169,5485
C169,5486
C169,5487
C169,5488
C169,5489
C169,5490
C169,5491
C169,5492
C169,5493
C169,5494
C169,5495
C169,5496
C169,5497
C169,5498
C169,5499
C169,5501
C169,5502
C169,5503
C169,5504
C169,5505
C169,5506
C169,5507
C169,5517
C169,5518
C169,5519
C169,5520
C169,5521
C169,5522
C169,5523
C169,5524
C169,5525
C169,5526
C169,5527
C169,5528
C169,5529
C169,5530
C169,5531
C169,5532
C169,5533
C169,5534
C169,5535
C169,5536
C169,5537
C169,5538
C169,5539
C169,5540
C169,5541
C169,5542
C169,5552
C169,5553
C169,5554
C169,5555
C169,5556
C169,5557
C169,5558
C169,5559
C169,5560
C170,54959
C170,55148
C170,55323
C170,55454
C171,55
C172,550
C173,55006
C174,55024
C175,55074
C176,55078
C177,55088
C178,55089
C179,55089
C180,55097
C181,55099
C182,55099
C183,545
C183,551
C183,552
C183,553
C184,55104
C185,55123
C186,55123
C187,55149
C188,55162
C189,55168
C190,55168
C191,54593
C191,54594
C191,54595
C191,54918
C191,54919
C191,54920
C191,54921
C191,55179
C191,55527
C191,55528
C191,55529
C192,55185
C193,55216
C194,55225
C195,55296
C196,55297
C197,55317
C198,55317
C199,55363
C200,55363
C201,55373
C202,55387
C203,55398
C204,55399
C205,554
C206,554
C207,54632
C207,55415
C208,55431
C209,55431
C210,55442
C211,55442
C212,55442
C213,55464
C214,55464
C215,55508
C216,55575
C217,55590
C218,55590
C219,54374
C219,54375
C219,54404
C219,54463
C219,54464
C219,54465
C220,5438
C221,544
C222,54415
C223,54418
C223,54504
C223,54538
C224,54434
C224,54435
C225,54435
C226,54446
C227,54479
C228,54479
C229,54480
C230,54490
C231,54492
C232,54497
C233,5450
C233,5451
C233,5452
C233,5453
C233,5454
C233,5455
C233,5456
C233,5457
C233,5458
C233,5459
C233,5460
C234,54505
C235,54506
C236,54515
C237,54523
C238,54533
C239,54533
C240,54583
C241,546
C242,54626
C243,54630
C243,54826
C244,54632
C245,54644
C246,54673
C247,54674
C248,547
C249,54711
C250,54729
C251,54771
C252,54772
C253,548
C254,548
C255,54814
C256,54816
C257,54851
C258,54851
C259,54858
C260,54865
C261,54881
C262,54881
C263,54896
C264,54898
C265,549
C266,549
C267,54914
C268,53726
C268,53754
C269,5373
C269,5374
C269,5375
C269,5376
C269,5377
C269,5378
C269,5379
C269,5380
C269,5381
C269,5382
C269,5383
C269,5384
C269,5385
C269,5386
C269,5387
C269,5388
C269,5389
C269,5390
C269,5391
C269,5392
C269,5393
C269,5394
C269,5395
C269,5396
C269,5397
C270,53771
C271,53771
C272,53775
C273,53784
C274,538
C275,53802
C276,53804
C277,53804
C278,53811
C279,53843
C280,53847
C281,53847
C282,53859
C283,53859
C284,53887
C285,53899
C286,53904
C287,53920
DauthorID,bookID
D1,6116
D2,6028
D2,6090
D2,6102
D2,6117
D2,6128
D3,5759
D3,5848
D3,5866
D3,5871
D3,5896
D3,5963
D3,5971
D3,6013
D3,6014
D3,6044
D3,6045
D3,6118
D4,6119
D5,5777
D5,6120
D6,6121
D7,6122
D8,6124
D9,6125
D10,6126
D11,6126
D12,6129
D12,6167
D13,6130
D14,6132
D15,6134
D16,6135
D17,6136
D18,6136
D19,6137
D20,6139
D21,6139
D22,6140
D23,6142
D24,6143
D25,6144
D26,6145
D27,6145
D28,6148
D29,6149
D30,615
D31,615
D32,6150
D33,6151
D33,6152
D33,6153
D33,6154
D33,6155
D33,6156
D34,6157
D35,6157
D36,6157
D37,6158
D38,6158
D39,5893
D39,6159
D40,6160
D41,6160
D42,6161
D43,5747
D43,5778
D43,5833
D43,5868
D43,5977
D43,5993
D43,6162
D44,6164
D45,6165
D46,6166
D47,6168
D48,617
D49,6172
D50,6174
D50,6175
D50,6176
D50,6177
D50,6178
D50,6179
D50,6180
D50,6181
D50,6182
D50,6183
D50,6184
D50,6185
D50,6186
D50,6187
D50,6188
D50,6189
D50,6190
D50,6191
D50,6192
D50,6193
D50,6194
D50,6195
D50,6196
D50,6197
D50,6198
D50,6199
D50,6201
D50,6202
D50,6203
D50,6204
D50,6205
D50,6206
D50,6207
D50,6208
D50,6209
D50,6210
D50,6211
D50,6212
D50,6213
D50,6214
D50,6215
D50,6216
D50,6217
D50,6218
D50,6219
D50,6220
D50,6221
D50,6222
D50,6223
D50,6224
D50,6225
D50,6226
D50,6227
D50,6228
D50,6229
D51,5897
D51,5978
D51,619
D52,605
D52,62
D53,620
D54,6200
D55,621
D56,5981
D57,5982
D58,5983
D59,5900
D59,5989
D60,599
D61,5990
D62,5991
D63,5992
D63,6104
D64,5994
D65,5996
D66,5997
D67,5998
D68,5950
D68,5959
D68,5998
D68,5999
D68,6061
D69,6
D70,5805
D70,60
D71,600
D72,6001
D73,6002
D74,6003
D75,6005
D75,6029
D76,5843
D76,6006
D76,6007
D77,5972
D77,6008
D78,6009
D79,601
D80,5832
D80,5869
D80,6010
D80,6041
D80,6060
D81,6012
D81,6059
D82,5956
D82,6015
D83,6016
D84,6017
D85,6018
D86,6019
D87,6020
D88,5894
D88,6021
D89,6022
D90,6022
D91,6022
D92,6022
D93,6023
D94,6026
D95,6027
D96,603
D97,603
D98,6030
D99,6031
D100,6032
D101,5873
D101,5899
D101,5958
D101,6033
D102,6037
D103,6038
D104,6039
D105,6039
D106,583
D106,6039
D107,6039
D108,6039
D109,6039
D110,6039
D111,604
D112,6040
D113,6040
D114,6040
D115,6040
D116,6040
D117,6041
D118,6041
D119,6041
D120,5826
D120,6042
D120,6053
D121,6043
D122,5831
D122,6046
D122,6047
D122,6048
D122,6049
D123,6046
D123,6047
D123,6048
D123,6049
D124,5746
D124,5754
D124,5764
D124,5898
D124,6051
D124,6073
D125,6052
D126,6054
D127,5804
D127,5845
D127,5948
D127,5952
D127,6055
D127,6063
D128,6056
D129,6057
D130,6058
D131,606
D132,6062
D133,6064
D134,6065
D135,6066
D136,6067
D136,6068
D136,6069
D137,6070
D138,5770
D138,5780
D138,5875
D138,6071
D139,6072
D139,6083
D140,6074
D140,610
D141,6075
D142,6076
D143,6077
D144,6078
D145,6078
D146,58
D146,608
D147,6080
D148,6081
D149,6082
D150,6085
D151,6086
D152,6087
D153,6088
D154,6088
D155,609
D156,6091
D157,6093
D158,6094
D159,6095
D159,6096
D159,6097
D159,6098
D160,61
D161,61
D162,5874
D162,5962
D162,6100
D163,6101
D164,6103
D165,6105
D166,5860
D166,5861
D166,5862
D166,5863
D166,5864
D166,5865
D167,5867
D168,5817
D168,5868
D169,587
D170,5870
D171,5872
D172,5873
D173,5876
D174,5882
D175,5883
D176,5888
D177,5888
D178,5889
D179,5890
D180,5891
D181,5895
D182,59
D183,59
D184,590
D185,5901
D186,5796
D186,5902
D187,5903
D187,5904
D187,5905
D187,5906
