authorID,fullName,firstName,surName,title
w1100052, Roberts, F. A., F. A., Roberts, 
w11000520, Searle, Alfred B. (Alfred Broadhead), Alfred B. (Alfred Broadhead), Searle, 
w11000521, Rumford, Benjamin, Graf von, Benjamin, Rumford, Graf von
w11000522, Cherry-Garrard, Apsley, Apsley, Cherry-Garrard, 
w11000523, Miller, Joaquin, Joaquin, Miller, 
w11000524, Gordon, Cora, Cora, Gordon, 
w11000525, Gordon, Jan, Jan, Gordon, 
w11000526, Stoker, Bram, Bram, Stoker, 
w11000527, Hampe, Theo., Theo., Hampe, 
w11000528, Barr, Amelia E., Amelia E., Barr, 
w11000529, Ritter, Bob, Bob, Ritter, 
w1100053, Thulstrup, Thure de, Thure de, Thulstrup, 
w11000530, Laumer, Keith, Keith, Laumer, 
w11000531, Hulbert, Archer Butler, Archer Butler, Hulbert, 
w11000532, De Leon, Daniel, Daniel, De Leon, 
w11000533, Sue, Eugène, Eugène, Sue, 
w11000534, Fyfe, H. B. (Horace Bowne), H. B. (Horace Bowne), Fyfe, 
w11000535, Enelow, H. G. (Hyman Gerson), H. G. (Hyman Gerson), Enelow, 
w11000536, Oxenham, John, John, Oxenham, 
w11000537, Trollope, Anthony, Anthony, Trollope, 
w11000538, Groome, William H. C., William H. C., Groome, 
w11000539, Kingston, William Henry Giles, William Henry Giles, Kingston, 
w1100054, Crockett, S. R. (Samuel Rutherford), S. R. (Samuel Rutherford), Crockett, 
w11000540, Green, Anna Katharine, Anna Katharine, Green, 
w11000541, Hartwell, E. C. (Ernest Clark), E. C. (Ernest Clark), Hartwell, 
w11000542, Dunton, James G. (James Gerald), James G. (James Gerald), Dunton, 
w11000543, Defoe, Daniel, Daniel, Defoe, 
w11000544, Williams, Clinton, Clinton, Williams, 
w11000545, Ames, Azel, Azel, Ames, 
w11000546, Record, Samuel J. (Samuel James), Samuel J. (Samuel James), Record, 
w11000547, Andrews, Mary Raymond Shipman, Mary Raymond Shipman, Andrews, 
w11000548, Harding, Charlotte, Charlotte, Harding, 
w11000549, Miller, Delavan S., Delavan S., Miller, 
w1100055, Horn, Henry J., Henry J., Horn, 
w11000550, Burnett, Frances Hodgson, Frances Hodgson, Burnett, 
w11000551, Lincoln, Joseph Crosby, Joseph Crosby, Lincoln, 
w1100056, Parker, Gilbert, Gilbert, Parker, 
w1100057, Tabb, John B. (John Banister), John B. (John Banister), Tabb, 
w1100058, Gorst, Harold Edward, Harold Edward, Gorst, 
w1100059, Nourse, Alan Edward, Alan Edward, Nourse, 
w110006, Kingsley, Charles, Charles, Kingsley, 
w1100060, Chicoyneau, François, François, Chicoyneau, 
w1100061, Verny, Monsieur, active 1720-1721, Monsieur, Verny, active 1720-1721
w1100062, Soulier, Monsieur, Monsieur, Soulier, 
w1100063, Brown, Arthur Judson, Arthur Judson, Brown, 
w1100064, Eliot, Samuel A. (Samuel Atkins), Samuel A. (Samuel Atkins), Eliot, 
w1100065, Wedekind, Frank, Frank, Wedekind, 
w1100066, Hawes, Stephen, Stephen, Hawes, 
w1100067, Grote, George, George, Grote, 
w1100068, Legouvé, Ernest, Ernest, Legouvé, 
w1100069, Wells, B. W. (Benjamin Willis), B. W. (Benjamin Willis), Wells, 
w110007, Peter, Johanna, Johanna, Peter, 
w1100070, Scribe, Eugène, Eugène, Scribe, 
w1100071, Clark, Joan, Joan, Clark, 
w1100072, Le Fanu, Joseph Sheridan, Joseph Sheridan, Le Fanu, 
w1100073, Crane, Stephen, Stephen, Crane, 
w1100074, Nesbit, E. (Edith), E. (Edith), Nesbit, 
w1100075, Cole, Everett B., Everett B., Cole, 
w1100076, Van Dongen, H. R., H. R., Van Dongen, 
w1100077, Wormeley, Katharine Prescott, Katharine Prescott, Wormeley, 
w1100078, Balzac, Honoré de, Honoré de, Balzac, 
w1100079, Bryce, George, George, Bryce, 
w110008, Peter, Robert, Robert, Peter, 
w1100080, Oppenheim, E. Phillips (Edward Phillips), E. Phillips (Edward Phillips), Oppenheim, 
w1100081, Merwin, Sam, Sam, Merwin, 
w1100082, Rinehart, Mary Roberts, Mary Roberts, Rinehart, 
w1100083, Wodehouse, P. G. (Pelham Grenville), P. G. (Pelham Grenville), Wodehouse, 
w1100084, Banks, Louis Albert, Louis Albert, Banks, 
w1100085, Crim, Matt, Matt, Crim, 
w1100086, Baldwin, James, James, Baldwin, 
w1100087, Galton, Francis, Francis, Galton, 
w1100088, Binning, Hugh, Hugh, Binning, 
w1100089, Carroll, Lewis, Lewis, Carroll, 
w110009, Buchanan, Joseph R. (Joseph Rodes), Joseph R. (Joseph Rodes), Buchanan, 
w1100090, Stearns, Charles A., Charles A., Stearns, 
w1100091, Summers, Leo, Leo, Summers, 
w1100092, Optic, Oliver, Oliver, Optic, 
w1100093, Jacobs, Caroline Emilia, Caroline Emilia, Jacobs, 
w1100094, Crompton, Richmal, Richmal, Crompton, 
w1100095, Henry, Thomas, Thomas, Henry, 
w1100096, Wood, Henry, Mrs., Henry, Wood, Mrs.
w1100097, Hazlitt, William Carew, William Carew, Hazlitt, 
w1100098, Calhoun, Howell, Howell, Calhoun, 
w1100099, Kleber, L. O., Mrs., L. O., Kleber, Mrs.
x115001, Roberts, Charles G. D., Sir, Charles G. D., Roberts, Sir
x1150010, Castlemon, Harry, Harry, Castlemon, 
x11500100, Remsburg, John E. (John Eleazer), John E. (John Eleazer), Remsburg, 
x11500101, Corelli, Marie, Marie, Corelli, 
x11500102, Conquest, Joan, Joan, Conquest, 
x11500103, Wood, Thomas, Thomas, Wood, 
x11500104, Durbin, John P. (John Price), John P. (John Price), Durbin, 
x11500105, Benton, Rita, Rita, Benton, 
x11500106, Higginson, Thomas Wentworth, Thomas Wentworth, Higginson, 
x11500107, Wright, Almroth, Almroth, Wright, 
x11500108, Stockley, Cynthia, Cynthia, Stockley, 
x11500109, Watson, William, Sir, William, Watson, Sir
x1150011, Fyfe, H. B. (Horace Bowne), H. B. (Horace Bowne), Fyfe, 
x11500110, Harrison, Elizabeth, Elizabeth, Harrison, 
x11500111, Gerrare, Wirt, Wirt, Gerrare, 
x11500112, James, Helen M., Helen M., James, 
x11500113, Warder, J. A. (John Aston), J. A. (John Aston), Warder, 
x11500114, Tuke, Daniel Hack, Daniel Hack, Tuke, 
x11500115, Anstey, F., F., Anstey, 
x11500116, Harte, Bret, Bret, Harte, 
x11500117, Glover, Julia Lestarjette, Julia Lestarjette, Glover, 
x11500118, Chase, Eliza E., Eliza E., Chase, 
x11500119, Zola, Émile, Émile, Zola, 
x1150012, Emshwiller, Ed, Ed, Emshwiller, 
x11500120, Rathborne, St. George, St. George, Rathborne, 
x11500121, Boehm, H. Richard, H. Richard, Boehm, 
x11500122, Kneeland, George J. (George Jackson), George J. (George Jackson), Kneeland, 
x11500123, Rockefeller, John D., Jr. (John Davison), John D., Rockefeller, Jr. (John Davison)
x11500124, Davis, Katharine Bement, Katharine Bement, Davis, 
x11500125, Martin, George Madden, George Madden, Martin, 
x11500126, Veblen, Thorstein, Thorstein, Veblen, 
x11500127, Lee, Day Kellogg, Day Kellogg, Lee, 
x11500128, Lindsay, Vachel, Vachel, Lindsay, 
x11500129, Thompson, Holland, Holland, Thompson, 
x1150013, Leland, Charles Godfrey, Charles Godfrey, Leland, 
x11500130, Gruelle, Johnny, Johnny, Gruelle, 
x11500131, Malot, Hector, Hector, Malot, 
x11500132, Crewe-Jones, Florence, Florence, Crewe-Jones, 
x11500133, Bluett, Antony, Antony, Bluett, 
x11500134, Kerr, Robert, Robert, Kerr, 
x11500135, Baughan, Rosa, Rosa, Baughan, 
x11500136, St. John, Thomas M. (Thomas Matthew), Thomas M. (Thomas Matthew), St. John, 
x11500137, Schoenrich, Otto, Otto, Schoenrich, 
x11500138, Schreiber, Charlotte, Lady, Charlotte, Schreiber, Lady
x11500139, Edwards, Owen Morgan, Sir, Owen Morgan, Edwards, Sir
x1150014, Stopes, Marie Carmichael, Marie Carmichael, Stopes, 
x11500140, Lang, Andrew, Andrew, Lang, 
x11500141, Scott, Walter, Walter, Scott, 
x11500142, Pearson, Edmund Lester, Edmund Lester, Pearson, 
x11500143, Broadwood, Lucy Etheldred, Lucy Etheldred, Broadwood, 
x11500144, Carroll, Lewis, Lewis, Carroll, 
x11500145, Folkard, Charles, Charles, Folkard, 
x11500146, Pilling, James Constantine, James Constantine, Pilling, 
x11500147, Twopeny, Richard Ernest Nowell, Richard Ernest Nowell, Twopeny, 
x11500148, Dickinson, Emily, Emily, Dickinson, 
x11500149, Todd, Mabel Loomis, Mabel Loomis, Todd, 
x1150015, Strachey, John St. Loe, John St. Loe, Strachey, 
x11500150, Stevenson, Robert Louis, Robert Louis, Stevenson, 
x11500151, Kirwan, Thomas, Thomas, Kirwan, 
x11500152, Dunsany, Lord, Lord, Dunsany, 
x11500153, Morris, Gouverneur, Gouverneur, Morris, 
x11500154, Long, Frank Belknap, Frank Belknap, Long, 
x11500155, Tennyson, Alfred Tennyson, Baron, Alfred Tennyson, Tennyson, Baron
x11500156, Martineau, Harriet, Harriet, Martineau, 
x11500157, Montgomery, L. M. (Lucy Maud), L. M. (Lucy Maud), Montgomery, 
x11500158, Lytton, Edward Bulwer Lytton, Baron, Edward Bulwer Lytton, Lytton, Baron
x11500159, Wodehouse, P. G. (Pelham Grenville), P. G. (Pelham Grenville), Wodehouse, 
x1150016, Williams-Ellis, Clough, Clough, Williams-Ellis, 
x11500160, Symonds, John Addington, John Addington, Symonds, 
x11500161, Crastre, François, François, Crastre, 
x11500162, Cooper, Frederic Taber, Frederic Taber, Cooper, 
x11500163, Bradlaugh, Charles, Charles, Bradlaugh, 
x11500164, Bell, George, George, Bell, 
x11500165, Riddell, J. H., Mrs., J. H., Riddell, Mrs.
x11500166, Jókai, Mór, Mór, Jókai, 
x11500167, Bain, R. Nisbet (Robert Nisbet), R. Nisbet (Robert Nisbet), Bain, 
x11500168, Lewis, Mike, Mike, Lewis, 
x11500169, Reynolds, Mack, Mack, Reynolds, 
x1150017, Graves, Robert, Robert, Graves, 
x11500170, Schoenherr, John, John, Schoenherr, 
x11500171, Crompton, Richmal, Richmal, Crompton, 
x11500172, Moult, Thomas, Thomas, Moult, 
x11500173, De la Mare, Walter, Walter, De la Mare, 
x11500174, Aumonier, Stacy, Stacy, Aumonier, 
x11500175, Stern, G. B. (Gladys Bronwyn), G. B. (Gladys Bronwyn), Stern, 
x11500176, Coppard, A. E. (Alfred Edgar), A. E. (Alfred Edgar), Coppard, 
x11500177, Malet, Lucas, Lucas, Malet, 
x11500178, Sinclair, May, May, Sinclair, 
x11500179, Pertwee, Roland, Roland, Pertwee, 
x1150018, Farjeon, B. L. (Benjamin Leopold), B. L. (Benjamin Leopold), Farjeon, 
x11500180, Galsworthy, John, John, Galsworthy, 
x11500181, Graham, Alan, Alan, Graham, 
x11500182, Beresford, J. D. (John Davys), J. D. (John Davys), Beresford, 
x11500183, Kenney, Rowland, Rowland, Kenney, 
x11500184, Cournos, John, John, Cournos, 
x11500185, Edginton, May, May, Edginton, 
x11500186, Pemberton, Max, Max, Pemberton, 
x11500187, Truscott, L. Parry, L. Parry, Truscott, 
x11500188, Brighouse, Harold, Harold, Brighouse, 
x11500189, Langbridge, Rosamond, Rosamond, Langbridge, 
x1150019, Taft, William H. (William Howard), William H. (William Howard), Taft, 
x11500190, Walpole, Hugh, Hugh, Walpole, 
x11500191, Easton, Dorothy, Dorothy, Easton, 
x11500192, O'Brien, Edward Joseph Harrington, Edward Joseph Harrington, O'Brien, 
x11500193, Blackwood, Algernon, Algernon, Blackwood, 
x11500194, Caine, William, William, Caine, 
x11500195, Horn, Holloway, Holloway, Horn, 
x11500196, Mordaunt, Elinor, Elinor, Mordaunt, 
x11500197, Smiles, Samuel, Samuel, Smiles, 
x11500198, Baldwin, May, May, Baldwin, 
x11500199, Bray, Reginald Arthur, Reginald Arthur, Bray, 
x115002, Woodberry, George Edward, George Edward, Woodberry, 
x1150020, Crockett, S. R. (Samuel Rutherford), S. R. (Samuel Rutherford), Crockett, 
x11500200, Hall, H. R. Wilton, H. R. Wilton, Hall, 
x11500201, Terry, Charles Sanford, Charles Sanford, Terry, 
x11500202, Forkel, Johann Nikolaus, Johann Nikolaus, Forkel, 
x11500203, Fraser, William Alexander, William Alexander, Fraser, 
x11500204, Grenfell, Wilfred Thomason, Sir, Wilfred Thomason, Grenfell, Sir
x11500205, Gruger, Frederic Rodrigo, Frederic Rodrigo, Gruger, 
x11500206, Furman, Lucy S., Lucy S., Furman, 
x11500207, McMillan, Mary Lane, Mary Lane, McMillan, 
x11500208, Glyn, Elinor, Elinor, Glyn, 
x11500209, Cooke, Ebenezer, Ebenezer, Cooke, 
x1150021, Sun, Yat-sen, Yat-sen, Sun, 
x11500210, Harris, Credo Fitch, Credo Fitch, Harris, 
x11500211, Kenyon, E. C. (Edith C.), E. C. (Edith C.), Kenyon, 
x11500212, Page, Gertrude, Gertrude, Page, 
x11500213, Morrison, Gertrude W., Gertrude W., Morrison, 
x11500214, Shakespeare, William, William, Shakespeare, 
x11500215, Kean, Charles John, Charles John, Kean, 
x11500216, Rohmer, Sax, Sax, Rohmer, 
x11500217, Stone, James Madison, James Madison, Stone, 
x11500218, Clinch, George, George, Clinch, 
x11500219, Wells, Carolyn, Carolyn, Wells, 
x1150022, Kinney, Margaret West, Margaret West, Kinney, 
x11500220, Czernin von und zu Chudenitz, Ottokar Theobald Otto Maria, Graf, Ottokar Theobald Otto Maria, Czernin von und zu Chudenitz, Graf
x11500221, Moore, George Augustus, George Augustus, Moore, 
x11500222, Street, Kate, active 1880-1902, Kate, Street, active 1880-1902
x11500223, Stretton, Hesba, Hesba, Stretton, 
x11500224, Richards, Laura Elizabeth Howe, Laura Elizabeth Howe, Richards, 
x11500225, Erskine, Andrew, Andrew, Erskine, 
x11500226, Dempster, George, George, Dempster, 
x11500227, Boswell, James, James, Boswell, 
x11500228, Smith, Cecil, Cecil, Smith, 
x11500229, Stevens, Hazard, Hazard, Stevens, 
x1150023, Madden, Eva Annie, Eva Annie, Madden, 
x11500230, Morlock, Frank J., Frank J., Morlock, 
x11500231, Baron, Monsieur (Michel), Monsieur (Michel), Baron, 
x11500232, Bryden, H. A. (Henry Anderson), H. A. (Henry Anderson), Bryden, 
x11500233, Carvalho, David Nunes, David Nunes, Carvalho, 
x11500234, Patchin, Frank Gee, Frank Gee, Patchin, 
x11500235, Le Queux, William, William, Le Queux, 
x11500236, Pearse, Alfred, Alfred, Pearse, 
x11500237, Crawford, Albert Cornelius, Albert Cornelius, Crawford, 
x11500238, Meade, L. T., L. T., Meade, 
x11500239, Rainey, W. (William), W. (William), Rainey, 
x1150024, Kinney, Troy, Troy, Kinney, 
x11500240, Fenn, George Manville, George Manville, Fenn, 
x11500241, Walton, Bryce, Bryce, Walton, 
x11500242, Barrett, Michael, Michael, Barrett, 
x11500243, Doyle, Arthur Conan, Arthur Conan, Doyle, 
x11500244, Mockler, Geraldine, Geraldine, Mockler, 
x11500245, Twidle, Arthur, Arthur, Twidle, 
x11500246, Brooks, Amy, Amy, Brooks, 
x11500247, Neil, Marion Harris, Marion Harris, Neil, 
x11500248, Vachell, Horace Annesley, Horace Annesley, Vachell, 
x11500249, Pyle, Howard, Howard, Pyle, 
x1150025, Davis, Richard Harding, Richard Harding, Davis, 
x11500250, Holmes, Oliver Wendell, Oliver Wendell, Holmes, 
x11500251, Parker, Gilbert, Gilbert, Parker, 
x11500252, Salmon, Balliol, Balliol, Salmon, 
x11500253, Brazil, Angela, Angela, Brazil, 
x11500254, Alger, Horatio, Jr., Horatio, Alger, Jr.
x11500255, Yates, Raymond F. (Raymond Francis), Raymond F. (Raymond Francis), Yates, 
x11500256, Fox, Frank, Frank, Fox, 
x11500257, Taylor, Vincent, Vincent, Taylor, 
x11500258, Gibbon, Edward, Edward, Gibbon, 
x11500259, Milman, Henry Hart, Henry Hart, Milman, 
x1150026, Woolson, Constance Fenimore, Constance Fenimore, Woolson, 
x11500260, Hurston, Zora Neale, Zora Neale, Hurston, 
x11500261, Cable, Boyd, Boyd, Cable, 
x11500262, Williams, Robert Moore, Robert Moore, Williams, 
x11500263, Motley, John Lothrop, John Lothrop, Motley, 
x11500264, Godfrey, Walter H., Walter H., Godfrey, 
x11500265, Wheatley, Henry B. (Henry Benjamin), Henry B. (Henry Benjamin), Wheatley, 
x11500266, Kimball, Katharine, Katharine, Kimball, 
x11500267, Railton, Herbert, Herbert, Railton, 
x11500268, Bennett, Arnold, Arnold, Bennett, 
x11500269, Boyer, Jane Allen, Jane Allen, Boyer, 
x1150027, Methuen & Co., Methuen, & Co., 
x11500270, Hays, Margaret G., Margaret G., Hays, 
x11500271, Fryer, Jane Eayre, Jane Eayre, Fryer, 
x11500272, Newbigin, Marion I. (Marion Isabel), Marion I. (Marion Isabel), Newbigin, 
x11500273, Cooper, James Fenimore, James Fenimore, Cooper, 
x11500274, Lockhart, J. G. (John Gibson), J. G. (John Gibson), Lockhart, 
x11500275, Bright, Mynors, Mynors, Bright, 
x11500276, Braybrooke, Richard Griffin, Baron, Richard Griffin, Braybrooke, Baron
x11500277, Pepys, Samuel, Samuel, Pepys, 
x11500278, Bowring, John, John, Bowring, 
x11500279, Hichens, Robert, Robert, Hichens, 
x1150028, McKnight, Hiram Peck, Hiram Peck, McKnight, 
x11500280, Dickson, William P. (William Purdie), William P. (William Purdie), Dickson, 
x11500281, Mommsen, Theodor, Theodor, Mommsen, 
x11500282, Stoddard, John L. (John Lawson), John L. (John Lawson), Stoddard, 
x11500283, Harrison, Harry, Harry, Harrison, 
x11500284, Chambers, William, William, Chambers, 
x11500285, Boccaccio, Giovanni, Giovanni, Boccaccio, 
x11500286, Brogan, James C., James C., Brogan, 
x11500287, Comfort, Will Levington, Will Levington, Comfort, 
x11500288, Moore, Thomas, Thomas, Moore, 
x11500289, Girodet-Trioson, Anne-Louis, Anne-Louis, Girodet-Trioson, 
x1150029, Eliot, George, George, Eliot, 
x11500290, Drake, Samuel Adams, Samuel Adams, Drake, 
x11500291, Oppenheim, E. Phillips (Edward Phillips), E. Phillips (Edward Phillips), Oppenheim, 
x11500292, Miller, Edwin L. (Edwin Lillie), Edwin L. (Edwin Lillie), Miller, 
x11500293, Catherwood, Mary Hartwell, Mary Hartwell, Catherwood, 
x11500294, Cruickshank, Alfred Hamilton, Alfred Hamilton, Cruickshank, 
x11500295, Richardson, Samuel, Samuel, Richardson, 
x11500296, Kemp-Welch, Lucy, Lucy, Kemp-Welch, 
x11500297, Nesbit, E. (Edith), E. (Edith), Nesbit, 
x11500298, Smith, Wuanita, Wuanita, Smith, 
x11500299, Curtis, Alice Turner, Alice Turner, Curtis, 
x115003, Lavington, Margaret, Margaret, Lavington, 
x1150030, Stuart, Ruth McEnery, Ruth McEnery, Stuart, 
x11500300, Schelling, George, George, Schelling, 
x11500301, Garrett, Randall, Randall, Garrett, 
x11500302, Barker, B. (Benjamin), B. (Benjamin), Barker, 
x11500303, Balzac, Honoré de, Honoré de, Balzac, 
x11500304, Grant, Robert, Robert, Grant, 
x11500305, Morris, William, William, Morris, 
x11500306, Knight, Francis A. (Francis Arnold), Francis A. (Francis Arnold), Knight, 
x11500307, Lewis, C. S. (Clive Staples), C. S. (Clive Staples), Lewis, 
x11500308, Browne, Gordon, Gordon, Browne, 
x11500309, Meredith, George, George, Meredith, 
x1150031, Edwards, H. C. (Harry C.), H. C. (Harry C.), Edwards, 
x11500310, Leibniz, Gottfried Wilhelm, Freiherr von, Gottfried Wilhelm, Leibniz, Freiherr von
x11500311, Huggard, E. M., E. M., Huggard, 
x11500312, Farrer, Austin, Austin, Farrer, 
x11500313, Phillpotts, Eden, Eden, Phillpotts, 
x11500314, King, Charles, Charles, King, 
x11500315, White, Edward Lucas, Edward Lucas, White, 
x11500316, Ross, Albert, Albert, Ross, 
x11500317, Braddon, M. E. (Mary Elizabeth), M. E. (Mary Elizabeth), Braddon, 
x11500318, Robertson, A. Fraser, A. Fraser, Robertson, 
x11500319, Dodge, Mary Mapes, Mary Mapes, Dodge, 
x1150032, Shea, Robert, Robert, Shea, 
x11500320, Gates, William, William, Gates, 
x11500321, Bonnet, Jules, Jules, Bonnet, 
x11500322, Calvin, Jean, Jean, Calvin, 
x11500323, Gissing, George, George, Gissing, 
x11500324, Ober, Frederick A. (Frederick Albion), Frederick A. (Frederick Albion), Ober, 
x11500325, Murray, David Christie, David Christie, Murray, 
x11500326, Paine, Thomas, Thomas, Paine, 
x11500327, Conway, Moncure Daniel, Moncure Daniel, Conway, 
x11500328, Fuller, Osgood E. (Osgood Eaton), Osgood E. (Osgood Eaton), Fuller, 
x11500329, Scott, Leroy, Leroy, Scott, 
x1150033, Hawthorne, Nathaniel, Nathaniel, Hawthorne, 
x11500330, Grant, James, James, Grant, 
x11500331, Starkweather, C. C., C. C., Starkweather, 
x11500332, Lamartine, Alphonse de, Alphonse de, Lamartine, 
x11500333, Chapin, Alfred Clark, Alfred Clark, Chapin, 
x11500334, Tarkington, Booth, Booth, Tarkington, 
x11500335, Reed, Edward Tennyson, Edward Tennyson, Reed, 
x11500336, Stephen, Leslie, Leslie, Stephen, 
x11500337, Koerner, W. H. D. (William Henry Dethlef), W. H. D. (William Henry Dethlef), Koerner, 
x11500338, Van Schaick, George, George, Van Schaick, 
x11500339, Rickard, Jessie Louisa Moore, Jessie Louisa Moore, Rickard, 
x1150034, Brinton, Daniel G. (Daniel Garrison), Daniel G. (Daniel Garrison), Brinton, 
x11500340, Marsh, Edward Howard, Sir, Edward Howard, Marsh, Sir
x11500341, Singleton, Esther, Esther, Singleton, 
x11500342, Baker, Samuel White, Sir, Samuel White, Baker, Sir
x11500343, Dalton, Frank Eugen, Frank Eugen, Dalton, 
x11500344, Dalton, Louis C., Louis C., Dalton, 
x11500345, Beveridge, Albert J. (Albert Jeremiah), Albert J. (Albert Jeremiah), Beveridge, 
