bookID,cityID,count
9309,3070291,5
9309,3164603,1
9309,4274277,1
9309,4395052,1
9309,4711725,1
9309,4733624,1
9309,4930956,2
9309,4990729,2
9309,5110302,1
9309,5110629,7
9309,5126555,3
9309,5134086,1
9309,5162645,1
9309,5221703,3
9309,5257029,39
9309,5263045,1
9309,5391959,2
9309,5393485,1
9309,5780993,1
9309,5799625,1
9309,5861897,1
9309,963516,18
9310,1278969,1
9310,2267057,1
9310,2643743,2
9310,2759794,1
9310,2761369,1
9310,2988507,5
9310,3070291,3
9310,3117735,3
9310,3164603,49
9310,3165524,2
9310,3169070,4
9310,3171366,1
9310,3172394,2
9310,3173529,1
9310,3177838,2
9310,3178784,1
9310,3181928,6
9310,3386496,20
9310,3792392,1
9310,4355585,1
9310,4711725,1
9310,4778626,2
9310,5780993,1
9310,5861897,1
9310,756135,2
9311,1218667,32
9311,2643071,1
9311,2868936,2
9311,3070291,3
9311,3169070,1
9311,3176959,1
9311,4297983,1
9311,4711725,1
9311,5275191,1
9311,5347335,6
9311,5780993,1
9311,5861897,1
9311,668732,1
9312,1002145,11
9312,2643743,2
9312,2868936,1
9312,2988507,7
9312,3070291,1
9312,3164603,6
9312,3172394,1
9312,4508722,35
9312,4670234,4
9312,4711725,1
9312,4887398,60
9312,4902754,3
9312,5780993,1
9312,5861897,1
9312,668732,1
9313,1697023,1
9313,2468245,1
9313,2524819,1
9313,264371,2
9313,2868936,1
9313,2988507,20
9313,3070291,2
9313,4058219,4
9313,4683317,3
9313,4705708,3
9313,4711725,1
9313,5012639,34
9313,5122432,18
9313,5324477,1
9313,5355828,2
9313,5780993,1
9313,5861897,1
9313,5882873,2
9313,662432,3
9314,1002145,1
9314,1218667,2
9314,1257629,1
9314,2641022,31
9314,2758602,1
9314,281184,5
9314,285066,1
9314,2868936,2
9314,2990440,1
9314,3070291,2
9314,3465881,1
9314,4271935,2
9314,4402245,2
9314,4478334,34
9314,4499389,2
9314,4517698,1
9314,4683317,129
9314,4702828,1
9314,4711725,1
9314,4735966,1
9314,4887398,11
9314,5423294,1
9314,5780993,1
9314,5861897,1
9314,938694,1
9315,2644210,1
9315,2649957,1
9315,2650225,1
9315,3070291,1
9315,4711725,1
9315,5780993,1
9315,5861897,1
9315,6074377,4
9316,1002145,1
9316,2644210,1
9316,3070291,1
9316,4711725,1
9316,5229794,2
9316,5356868,1
9316,5780993,1
9316,5781061,1
9316,5861897,1
9317,2643743,1
9317,2644210,1
9317,2648579,1
9317,3070291,1
9317,4711725,1
9317,5327298,19
9317,5356868,1
9317,5780993,1
9317,5861897,1
9318,2644210,1
9318,3070291,1
9318,4711725,1
9318,5333689,1
9318,5780993,1
9318,5861897,1
9318,6074377,5
9319,2644210,1
9319,3070291,1
9319,4711725,1
9319,5224151,1
9319,5333689,1
9319,5780993,1
9319,5861897,1
9319,6074377,2
9320,1002145,1
9320,2643743,1
9320,2644210,1
9320,2648579,1
9320,2649957,1
9320,2650225,1
9320,3070291,1
9320,4711725,1
9320,5224151,1
9320,5229794,2
9320,5327298,19
9320,5333689,2
9320,5356868,3
9320,5780993,1
9320,5781061,1
9320,5861897,1
9320,6074377,11
9321,1282027,1
9321,2073124,1
9321,2160063,1
9321,2164691,3
9321,2618425,3
9321,2643071,3
9321,2643743,15
9321,2644668,16
9321,2652618,1
9321,2656173,3
9321,2759794,4
9321,2761369,2
932,1278969,1
9321,2790869,2
9321,2868936,4
9321,2911298,2
9321,2964574,2
9321,2965140,1
9321,2969679,1
9321,2988507,32
9321,2994144,1
9321,3037423,2
9321,3070291,5
9321,3172394,1
9321,3176959,4
9321,3439525,1
9321,3458397,1
9321,4116660,5
9321,4151352,8
9321,4239509,13
9321,4517698,1
9321,4623560,1
9321,4671240,2
9321,4699442,1
9321,4711725,1
9321,4735966,81
9321,4778626,21
9321,4781708,15
9321,4835654,1
9321,4917592,1
9321,4943170,1
9321,4956335,17
9321,5137600,1
9321,5162097,1
9321,5221703,1
9321,5224151,3
9321,5295903,69
9321,5327298,2
9321,5388735,50
9321,5729485,8
9321,5780993,1
9321,5799625,4
9321,5861897,1
9321,5882873,1
9321,6074377,2
9321,6100832,1
9321,668732,2
9321,971421,1
9322,1002145,2
9322,1257629,2
9322,2276492,1
9322,2278158,4
9322,2507480,1
9322,2512989,1
9322,2634715,57
9322,2640194,8
9322,2641598,2
9322,2643071,4
9322,2643123,1
9322,2643743,4
9322,2644204,1
9322,2644210,1
9322,2647261,1
9322,2647644,1
9322,2653305,3
9322,2653941,2
9322,2654675,1
9322,2654938,1
9322,2657030,1
9322,268064,1
9322,281184,1
9322,2988507,2
9322,2989317,1
9322,3014856,1
9322,3058780,1
9322,3070291,2
9322,3169070,1
9322,3376762,2
9322,3439525,1
9322,3445307,4
9322,3451138,5
9322,3558771,9
9322,3583361,1
9322,3877739,1
9322,4014338,1
9322,4076598,1
9322,4076784,1
9322,4103448,2
9322,4103957,1
9322,4109785,1
9322,4116660,2
9322,4128894,1
9322,4134716,7
9322,4151352,1
9322,4172372,1
9322,4174201,3
9322,4180439,1
9322,4185657,5
9322,4221552,2
9322,4236895,1
9322,4274277,2
9322,4297983,2
9322,4330145,3
9322,4333669,10
9322,4335045,5
9322,4341727,1
9322,4347242,1
9322,4347778,3
9322,4351871,2
9322,4354428,1
9322,4366001,2
9322,4391812,8
9322,4395052,2
9322,4431410,5
9322,4449620,1
9322,4487042,4
9322,4504621,2
9322,4508722,1
9322,4509177,16
9322,4509884,1
9322,4517698,3
9322,4542975,1
9322,4560349,14
9322,4563243,4
9322,4566880,1
9322,4574324,9
9322,4575352,1
9322,4597948,4
9322,4612862,1
9322,4621846,2
9322,4623560,12
9322,4683142,2
9322,4683416,1
9322,4699066,1
9322,4700168,1
9322,4711725,1
9322,4728328,3
9322,4738214,4
9322,4749950,1
9322,4752186,2
9322,4760059,2
9322,4766586,22
9322,4778626,2
9322,4781708,7
9322,4782167,3
9322,4835797,1
9322,4844459,8
9322,4846834,1
9322,4866263,1
9322,4916311,1
9322,4930956,21
9322,4936159,1
9322,4940134,2
9322,4942618,2
9322,4942807,1
9322,4948403,2
9322,4955993,1
9322,4956335,1
9322,4996248,1
9322,5006166,1
9322,5011908,8
9322,5012639,1
9322,5013924,1
9322,5030670,2
9322,5072006,9
9322,5097751,1
9322,5101798,1
9322,5105496,1
9322,5105608,26
9322,5106160,1
9322,5106834,1
9322,5120095,6
9322,5122534,2
9322,5127835,1
9322,5151891,6
9322,5158164,3
9322,5221703,1
9322,5224151,2
9322,5229794,1
9322,5261457,9
9322,5284756,3
9322,5295903,1
9322,5309842,2
9322,5327684,1
9322,5339111,1
9322,5341704,1
9322,5343303,2
9322,5347287,1
9322,5350734,2
9322,5374361,2
9322,5380748,1
9322,5383465,1
9322,5389489,1
9322,5391959,1
9322,5393485,1
9322,5398630,1
9322,5399020,1
9322,5409059,1
9322,5443910,1
9322,5515110,1
9322,5780993,1
9322,5793933,1
9322,5799625,1
9322,5838198,1
9322,5861897,1
9322,5969782,11
9322,6074377,1
9322,8604682,1
932,2868936,1
9322,884141,1
9322,943882,30
932,3070291,1
9323,2643743,1
9323,3070291,1
9323,3169070,1
9323,3180423,1
9323,3439525,2
9323,3711668,1
9323,4711725,1
9323,4733624,1
9323,5780993,1
9323,5861897,1
9324,2511730,1
9324,2634204,2
9324,2643071,2
9324,2643743,23
9324,2647383,2
9324,2651048,1
9324,2651095,1
9324,2653261,3
9324,2653941,2
9324,2673730,1
9324,2745311,1
9324,2745912,3
9324,2747373,68
9324,2747596,2
9324,2747599,43
9324,2747891,2
9324,2755420,1
9324,2759794,3
9324,2761369,3
9324,2812482,5
9324,2868936,1
9324,2911298,3
9324,2935022,5
9324,2950159,2
9324,2988507,1
9324,3022610,2
9324,3024635,1
9324,3070291,6
9324,3117735,1
9324,3128760,1
9324,3164603,1
9324,3868626,1
9324,4116660,1
9324,4711725,1
9324,4778626,2
9324,4996248,21
9324,5105608,1
9324,5172387,1
9324,5224151,1
9324,5379513,1
9324,5443910,3
9324,5509952,1
9324,5780993,1
9324,5861897,1
9324,6162949,1
9324,6178582,2
9324,6690866,1
932,4711725,1
932,5780993,1
932,5861897,1
9328,1002145,10
9328,109223,5
9328,1218667,3
9328,1257629,1
9328,2062944,11
9328,2130421,2
9328,2179537,5
9328,2267057,3
9328,2278158,2
9328,2468245,1
9328,2517117,1
9328,2633352,11
9328,2633858,3
9328,2634715,25
9328,2634910,1
9328,2636177,2
9328,2636564,1
9328,2636882,1
9328,2637265,20
9328,2637487,1
9328,2638077,3
9328,2638664,2
9328,2639996,4
9328,2640101,5
9328,2640194,1
9328,2641181,4
9328,2641598,1
9328,2641689,2
9328,2641843,2
9328,2642189,6
9328,2643071,29
9328,2643097,5
9328,2643123,2
9328,264371,1
9328,2643736,1
9328,2643743,10
9328,2644204,3
9328,2644210,14
9328,2644684,1
9328,2644688,1
9328,2647261,1
9328,2647644,4
9328,2647837,1
9328,2648579,5
9328,2649715,1
9328,2650732,1
9328,2650839,3
9328,2651048,3
9328,2651101,1
9328,2653228,2
9328,2653305,3
9328,2653941,2
9328,2654141,1
9328,2654675,1
9328,2654938,1
9328,2655237,13
9328,2655603,2
9328,2655984,1
9328,2656046,9
9328,2657030,1
9328,2657255,2
9328,2657324,2
9328,2758602,1
9328,2761369,4
9328,2782067,1
9328,2796696,1
9328,285066,1
9328,2852458,1
9328,2868936,3
9328,2871983,1
9328,2935022,1
9328,2950159,1
9328,2964574,1
9328,2965140,1
9328,2972191,1
9328,2988507,7
9328,2989317,2
9328,2996944,11
9328,3029162,1
9328,3042237,3
9328,3058780,17
9328,3070291,3
9328,3111108,3
9328,3117735,2
9328,3169561,12
9328,3176959,1
9328,3450554,1
9328,3458397,1
9328,3465881,6
9328,3489854,2
9328,3547398,1
9328,3553478,3
9328,3558771,3
9328,361058,1
9328,3711668,5
9328,3837213,1
9328,3868626,1
9328,3877739,1
9328,3936456,1
9328,4048023,3
9328,4068590,1
9328,4076784,1
9328,4101241,2
9328,4106458,1
9328,4116660,61
9328,4119403,1
9328,4128894,9
9328,4134716,3
9328,4164138,2
9328,4167147,1
9328,4172086,15
9328,4174402,1
9328,4178775,4
9328,4180531,2
9328,4193699,1
9328,4207783,3
9328,4209448,1
9328,4221552,1
9328,4224681,1
9328,4258313,1
9328,4259418,3
9328,4264617,3
9328,4271935,5
9328,4274277,8
9328,4292188,4
9328,4299276,11
9328,4302504,11
9328,4319435,5
9328,4328676,7
9328,4330145,1
9328,4333669,2
9328,4335045,6
9328,4347778,8
9328,4351871,9
9328,4354428,1
9328,4355585,2
9328,4357340,3
9328,4360201,3
9328,4360369,2
9328,4366001,3
9328,4391812,1
9328,4393739,1
9328,4395052,6
9328,4409896,14
9328,4431410,2
9328,4440559,2
9328,4449620,1
9328,4459467,3
9328,4464873,1
9328,4469160,1
9328,4499389,14
9328,4501018,1
9328,4504871,1
9328,4508722,49
9328,4509177,72
9328,4509884,4
9328,4517698,3
9328,4518264,5
9328,4528923,7
9328,4530801,2
9328,4542975,1
9328,4560349,18
9328,4563243,2
9328,4569067,20
9328,4574324,2
9328,4575352,2
9328,4597948,1
9328,4612862,1
9328,4623560,10
9328,4624180,1
9328,4644585,6
9328,4670300,32
9328,4671654,1
9328,4676740,1
9328,4683142,1
9328,4683317,2
9328,4685892,1
9328,4709272,5
9328,4711725,2
9328,4713507,2
9328,4717232,1
9328,4722625,2
9328,4728328,9
9328,4733624,65
9328,4734909,1
9328,4735966,1
9328,4738214,3
9328,4749950,1
9328,4762894,1
9328,4766586,8
9328,4778626,3
9328,4787534,12
9328,4802316,1
9328,4809537,3
9328,4817641,1
9328,4828890,3
9328,4832353,3
9328,4835797,7
9328,4838652,2
9328,4839366,14
9328,4839416,3
9328,4840767,1
9328,4844459,25
9328,4845056,3
9328,4845898,3
9328,4846834,1
9328,4882920,1
9328,4884192,4
9328,4885418,7
9328,4887398,43
9328,4889668,3
9328,4893591,6
9328,4895298,3
9328,4900292,1
9328,4900817,2
9328,4903730,2
9328,4904996,10
9328,4916311,1
9328,4920423,5
9328,4920986,2
9328,4929399,1
9328,4930505,1
9328,4930956,24
9328,4938048,6
9328,4939783,1
9328,4940134,5
9328,4942618,2
9328,4942939,3
9328,4943170,1
9328,4945283,2
9328,4946620,22
9328,4947459,1
9328,4954380,1
9328,4954611,3
9328,4955089,1
9328,4956184,6
9328,4985180,1
9328,4987990,3
9328,4990729,38
9328,4992982,2
9328,4994391,1
9328,4996248,3
9328,4998830,2
9328,5000947,1
9328,5006250,13
9328,5007989,2
9328,5011908,5
9328,5012639,6
9328,5014051,36
9328,5014130,1
9328,5014208,1
9328,5043193,3
9328,5053358,1
9328,5072006,3
9328,5074472,1
9328,5088262,1
9328,5095779,4
9328,5101766,2
9328,5101798,7
9328,5102720,1
9328,5105127,18
9328,5105608,41
9328,5106160,6
9328,5106834,17
9328,5107129,1
9328,5107760,38
9328,5109177,1
9328,5110302,7
9328,5110629,51
9328,5116497,1
9328,5120095,3
9328,5122534,3
9328,5125771,1
9328,5127835,2
9328,5128581,1
9328,5128654,9
9328,5134086,6
9328,5136454,4
9328,5140405,2
9328,5141175,2
9328,5142056,11
9328,5145476,26
9328,5145607,3
9328,5146089,10
9328,5146277,1
9328,5147097,15
9328,5150529,977
9328,5151613,1
9328,5151891,4
9328,5152599,3
9328,5153207,3
9328,5153420,21
9328,5156371,8
9328,5157588,9
9328,5158164,25
9328,5161262,8
9328,5162097,12
9328,5164390,1
9328,5165734,4
9328,5166009,24
9328,5166516,1
9328,5168491,3
9328,5170691,13
9328,5173048,2
9328,5173171,1
9328,5173210,1
9328,5173930,4
9328,5174035,28
9328,5176517,6
9328,5176937,2
9328,5177358,6
9328,5177568,17
9328,5188843,40
9328,5195561,1
9328,5201734,1
9328,5206379,64
9328,5211303,6
9328,5220798,1
9328,5221703,2
9328,5222169,2
9328,5223869,1
9328,5224151,6
9328,5225507,1
9328,5229794,1
9328,5240509,3
9328,5246835,2
9328,5254962,4
9328,5257029,1
9328,5258393,1
9328,5261457,6
9328,5263045,9
9328,5275191,49
9328,5283837,1
9328,5287262,2
9328,5295903,1
9328,5323060,1
9328,5327298,1
9328,5333689,1
9328,5337696,2
9328,5339111,1
9328,5341704,1
9328,5342485,1
9328,5343303,3
9328,5347335,6
9328,5350734,5
9328,5355933,9
9328,5364940,3
9328,5377995,11
9328,5379439,13
9328,5379513,1
9328,5391959,1
9328,5393485,7
9328,5398630,1
9328,5406421,2
9328,5410430,5
9328,5412347,3
9328,5423294,1
9328,5434006,2
9328,5503766,2
9328,5505411,1
9328,5515110,2
9328,5587698,1
9328,5591778,2
9328,5640350,1
9328,5745380,1
9328,5746545,2
9328,5778755,5
9328,5779206,1
9328,5780993,2
9328,5799625,6
9328,5805782,1
9328,5808276,2
9328,5856195,1
9328,5861897,16
9328,5884588,3
9328,5911592,3
9328,5928065,2
9328,5955815,1
9328,5969782,4
9328,6074377,1
9328,6094817,1
9328,6167865,3
9328,6173864,7
9328,6174041,1
9328,6182962,5
9328,7176039,5
9328,7260219,8
9328,8224783,3
9328,884141,1
9328,943882,13
9329,1278969,1
9329,2643071,2
9329,2649660,46
9329,2657030,1
9329,2759040,1
9329,3070291,4
9329,4711725,1
9329,4902754,1
9329,5780993,1
9329,5861897,1
9329,6182962,2
9330,2634715,1
9330,3070291,2
9330,4141363,47
9330,4431410,2
9330,4711725,1
9330,4917592,1
9330,5110629,2
9330,5324105,1
9330,5780993,1
9330,5861897,1
9330,5879898,1
9332,1002145,22
9332,2643071,1
9332,3070291,1
9332,4711725,1
9332,5156371,1
9332,5780993,1
9332,5861897,1
9333,3070291,2
9333,4141363,15
9333,4467657,2
9333,4711725,1
9333,4733624,1
9333,5072006,5
9333,5110629,3
9333,5324105,1
9333,5780993,1
9333,5861897,1
9333,5879898,1
9334,1002145,9
9334,104515,2
9334,1164896,1
9334,1218667,7
9334,1244596,1
9334,1276767,1
9334,1282027,5
9334,170654,2
9334,1714441,1
9334,1730097,4
9334,205970,6
9334,2062944,17
9334,2130421,4
9334,2147914,1
9334,2166309,1
9334,2167279,1
9334,2192362,1
9334,2267057,1
9334,2276492,1
9334,2347592,1
9334,2468245,1
9334,2501152,2
9334,2507480,2
9334,2517117,1
9334,2530335,1
9334,2537763,3
9334,2633352,2
9334,2634777,2
9334,2635412,1
9334,2636531,6
9334,2637265,1
9334,2638664,7
9334,2639577,22
9334,2640194,2
9334,2640729,37
9334,2641022,4
9334,2643071,56
9334,2643123,1
9334,264371,5
9334,2643743,65
9334,2644531,4
9334,2646003,1
9334,2647044,2
9334,2647837,6
9334,2649322,2
9334,2649808,5
9334,2649833,1
9334,2649957,1
9334,2650225,1
9334,2650278,5
9334,2651123,1
9334,2651468,1
9334,2652191,16
9334,2652618,1
9334,2653144,1
9334,2653265,3
9334,2653755,1
9334,2653877,2
9334,2653941,11
9334,2654187,2
9334,2654394,5
9334,2654675,3
9334,2655237,1
9334,2656173,8
9334,2656295,3
9334,2657832,1
9334,2658377,2
9334,2659127,1
9334,2745912,4
9334,2747891,1
9334,2758602,2
9334,2759040,1
9334,2759794,3
9334,2761369,1
9334,2789232,2
9334,2790471,3
9334,2797656,2
9334,281184,2
9334,2813472,6
9334,2868936,1
9334,2879697,1
9334,2907911,2
9334,2911271,1
9334,2961297,2
9334,2962785,3
9334,2964574,4
9334,2965140,1
9334,2969679,1
9334,2972315,1
9334,2972328,1
9334,2973841,1
9334,2975349,1
9334,2983990,1
9334,2988507,11
9334,2990440,1
9334,2996944,3
9334,3029241,3
9334,3032213,1
9334,3037423,2
9334,3042237,4
9334,3058780,2
9334,3070291,10
9334,3105976,1
9334,3110983,4
9334,3111108,1
9334,3111348,3
9334,3128760,1
9334,3164603,6
9334,3169070,16
9334,3172394,2
9334,3178019,1
9334,3182884,2
9334,3364346,1
9334,3385077,3
9334,3401545,1
9334,3433899,3
9334,3435261,1
9334,3439525,12
9334,3458397,1
9334,3573374,1
9334,360630,1
9334,3652567,1
9334,3666570,1
9334,3711668,2
9334,3792392,21
9334,3844421,1
9334,3938396,1
9334,4058219,13
9334,4116660,9
9334,4141363,5
9334,4158865,2
9334,4160610,6
9334,4167424,4
9334,4174201,1
9334,4190581,1
9334,4223379,1
9334,4224681,1
9334,4227213,2
9334,4258313,1
9334,4274277,1
9334,4354428,2
9334,4357340,3
9334,4389418,1
9334,4395052,33
9334,4427569,1
9334,4460943,8
9334,4487042,1
9334,4501018,1
9334,4528291,3
9334,4542975,1
9334,4672989,1
9334,4683142,1
9334,4695317,4
9334,4699442,4
9334,4711725,1
9334,4733624,7
9334,4735966,24
9334,4762894,1
9334,4781708,3
9334,4882920,292
9334,4887158,1
9334,4888015,14
9334,4900373,1
9334,4919820,4
9334,4930956,1
9334,4943170,11
9334,4943828,1
9334,4945283,1
9334,4948247,1
9334,4956184,3
9334,4996248,10
9334,5007531,1
9334,5011908,8
9334,5012639,1
9334,5045360,1
9334,5046063,4
9334,5072006,9
9334,5097598,5
9334,5104755,2
9334,5105127,1
9334,5105608,2
9334,5107760,3
9334,5117949,1
9334,5120095,1
9334,5134086,8
9334,5145607,4
9334,5148480,1
9334,5151861,2
9334,5153420,2
9334,5156371,2
9334,5172078,2
9334,5221703,1
9334,5222169,1
9334,5224151,22
9334,5225507,2
9334,524901,1
9334,5268249,2
9334,5275191,1
9334,5283837,1
9334,529073,10
9334,5308655,1
9334,5316428,2
9334,5324477,4
9334,5327298,11
9334,5341256,2
9334,5349755,1
9334,5356451,4
9334,5364940,1
9334,5379513,4
9334,5388735,10
9334,5422191,2
9334,5429032,1
9334,5443910,14
9334,5445820,2
9334,5471578,4
9334,5503766,1
9334,5509952,7
9334,5591778,3
9334,5725846,1
9334,5729485,1
9334,5777793,1
9334,5780993,1
9334,5799625,2
9334,5805782,39
9334,5861897,1
9334,5882873,1
9334,5928065,2
9334,595689,1
9334,6074377,20
9334,6087701,2
9334,6100832,3
9334,6113365,1
9334,6182962,1
9334,6184365,2
9334,618577,1
9334,6243926,10
9334,6324729,10
9334,662432,1
9334,668732,19
9334,6947041,1
9334,6948711,1
9334,7260219,22
9334,8604596,3
9334,943882,1
9334,952865,3
9334,971421,6
936,1002145,1
936,1218667,3
936,1257629,1
9362,1002145,122
9362,1012600,2
